record_type,business_id,name,full_address,city,state,stars,review_count,open,category
category,N8MYB2N7bbuSy7eMeFgQIQ,"Target Stores","3931 S Gilbert Rd Gilbert, AZ 85297",Gilbert,AZ,4.0,8,True,"Drugstores"
category,h5JKXSaonX_uxPutVp7ilQ,"V Refine Nails","13855 Conlan Circle Ste C Ballantyne Charlotte, NC 28277",Charlotte,NC,3.5,16,True,"Beauty & Spas"
category,h5JKXSaonX_uxPutVp7ilQ,"V Refine Nails","13855 Conlan Circle Ste C Ballantyne Charlotte, NC 28277",Charlotte,NC,3.5,16,True,"Nail Salons"
category,K1wlA6Nx0y4WWVN938Rhog,"Peffermill Playing Fields","42 Peffermill Road Edinburgh EH16 5LL",Edinburgh,EDH,4.5,4,True,"Active Life"
category,QnJO8Q35Xdr0DKtR30JYkQ,"Salon Bossa Nova","885 N 54th St Ste 4 Chandler, AZ 85224",Chandler,AZ,5.0,4,False,"Hair Salons"
category,QnJO8Q35Xdr0DKtR30JYkQ,"Salon Bossa Nova","885 N 54th St Ste 4 Chandler, AZ 85224",Chandler,AZ,5.0,4,False,"Beauty & Spas"
category,B7ikBKkmmf2aTI-oFgQbMw,"Celebrity Dry Cleaning","7904 E Chaparral Road Scottsdale, AZ 85250",Scottsdale,AZ,2.5,3,True,"Local Services"
category,B7ikBKkmmf2aTI-oFgQbMw,"Celebrity Dry Cleaning","7904 E Chaparral Road Scottsdale, AZ 85250",Scottsdale,AZ,2.5,3,True,"Dry Cleaning & Laundry"
category,re-Dr0onktas--y5Q1cYOQ,"Curious Nature","610 E Roosevelt St Unit 137 Phoenix, AZ 85004",Phoenix,AZ,5.0,3,True,"Shopping"
category,re-Dr0onktas--y5Q1cYOQ,"Curious Nature","610 E Roosevelt St Unit 137 Phoenix, AZ 85004",Phoenix,AZ,5.0,3,True,"Jewelry"
category,re-Dr0onktas--y5Q1cYOQ,"Curious Nature","610 E Roosevelt St Unit 137 Phoenix, AZ 85004",Phoenix,AZ,5.0,3,True,"Antiques"
category,R7BhC4Yrwi2HVZHi7VX_tQ,"Caring Hands Animal Hospital","1704 Philo Rd Urbana, IL 61802",Urbana,IL,4.0,9,True,"Veterinarians"
category,R7BhC4Yrwi2HVZHi7VX_tQ,"Caring Hands Animal Hospital","1704 Philo Rd Urbana, IL 61802",Urbana,IL,4.0,9,True,"Pets"
category,58G5uy89YPe7sIJa7Ze99g,"Budget Car Rental","7135 Gilespie St Southeast Las Vegas, NV 89119",Las Vegas,NV,1.5,121,True,"Hotels & Travel"
category,58G5uy89YPe7sIJa7Ze99g,"Budget Car Rental","7135 Gilespie St Southeast Las Vegas, NV 89119",Las Vegas,NV,1.5,121,True,"Car Rental"
category,1h1_Q9wL5NzJkwdHRDPq9Q,"Capital City Transfer","204 Industrial Dr Verona, WI 53593",Verona,WI,4.5,6,True,"Movers"
category,1h1_Q9wL5NzJkwdHRDPq9Q,"Capital City Transfer","204 Industrial Dr Verona, WI 53593",Verona,WI,4.5,6,True,"Local Services"
category,1h1_Q9wL5NzJkwdHRDPq9Q,"Capital City Transfer","204 Industrial Dr Verona, WI 53593",Verona,WI,4.5,6,True,"Home Services"
category,1h1_Q9wL5NzJkwdHRDPq9Q,"Capital City Transfer","204 Industrial Dr Verona, WI 53593",Verona,WI,4.5,6,True,"Self Storage"
category,xD8Q42kqjsxiUcs_trdLgg,"Lombardi's Romagna Mia","3663 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,3.5,76,True,"American (Traditional)"
category,xD8Q42kqjsxiUcs_trdLgg,"Lombardi's Romagna Mia","3663 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,3.5,76,True,"Restaurants"
category,xD8Q42kqjsxiUcs_trdLgg,"Lombardi's Romagna Mia","3663 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,3.5,76,True,"Italian"
category,jMzuQy104M0KU6uhdffsaQ,"Streets of New York","1985 W Happy Valley Rd Ste A Phoenix, AZ 85085",Phoenix,AZ,3.0,33,True,"Italian"
category,jMzuQy104M0KU6uhdffsaQ,"Streets of New York","1985 W Happy Valley Rd Ste A Phoenix, AZ 85085",Phoenix,AZ,3.0,33,True,"Pizza"
category,jMzuQy104M0KU6uhdffsaQ,"Streets of New York","1985 W Happy Valley Rd Ste A Phoenix, AZ 85085",Phoenix,AZ,3.0,33,True,"Sandwiches"
category,jMzuQy104M0KU6uhdffsaQ,"Streets of New York","1985 W Happy Valley Rd Ste A Phoenix, AZ 85085",Phoenix,AZ,3.0,33,True,"Restaurants"
category,3Xm05EdEZauZjMbChDLkVA,"Great Clips","8042 Providence Rd Arboretum Charlotte, NC 28277",Charlotte,NC,1.0,3,True,"Hair Salons"
category,3Xm05EdEZauZjMbChDLkVA,"Great Clips","8042 Providence Rd Arboretum Charlotte, NC 28277",Charlotte,NC,1.0,3,True,"Beauty & Spas"
category,MPslQ3IxFCvJ157BXuwXGA,"Cafe Bleu","62 West Port Grassmarket Edinburgh EH1 2LD",Edinburgh,EDH,4.5,3,True,"Belgian"
category,MPslQ3IxFCvJ157BXuwXGA,"Cafe Bleu","62 West Port Grassmarket Edinburgh EH1 2LD",Edinburgh,EDH,4.5,3,True,"Restaurants"
category,m_rEr3Vg1-f9Dg-Nag4FWg,"El Pollo Supremo","221 W University Dr Tempe, AZ 85281",Tempe,AZ,4.0,120,True,"Mexican"
category,m_rEr3Vg1-f9Dg-Nag4FWg,"El Pollo Supremo","221 W University Dr Tempe, AZ 85281",Tempe,AZ,4.0,120,True,"Restaurants"
category,j1OM9HNEYW-8xEj8fJBC2A,"Encore Theater","199 Wynn Main Gate Dr The Strip Las Vegas, NV 89109",Las Vegas,NV,2.5,3,True,"Arts & Entertainment"
category,j1OM9HNEYW-8xEj8fJBC2A,"Encore Theater","199 Wynn Main Gate Dr The Strip Las Vegas, NV 89109",Las Vegas,NV,2.5,3,True,"Nightlife"
category,j1OM9HNEYW-8xEj8fJBC2A,"Encore Theater","199 Wynn Main Gate Dr The Strip Las Vegas, NV 89109",Las Vegas,NV,2.5,3,True,"Music Venues"
category,iu-GLKS8OOE6jY1Zmf4x4Q,"Dennys","9310 W. Tropicana Ave. Spring Valley Las Vegas, NV 89147",Las Vegas,NV,3.0,34,True,"Restaurants"
category,c_5sioDSDof_hshp4_K1SA,"Toscana","6401 Morrison Blvd South Park Charlotte, NC 28211",Charlotte,NC,4.0,58,True,"Restaurants"
category,c_5sioDSDof_hshp4_K1SA,"Toscana","6401 Morrison Blvd South Park Charlotte, NC 28211",Charlotte,NC,4.0,58,True,"Italian"
category,HcEEkP1kHBD0dF4ENr1I5A,"No Grease","333 E Trade St First Ward Charlotte, NC 28202",Charlotte,NC,4.5,7,True,"Hair Salons"
category,HcEEkP1kHBD0dF4ENr1I5A,"No Grease","333 E Trade St First Ward Charlotte, NC 28202",Charlotte,NC,4.5,7,True,"Men's Hair Salons"
category,HcEEkP1kHBD0dF4ENr1I5A,"No Grease","333 E Trade St First Ward Charlotte, NC 28202",Charlotte,NC,4.5,7,True,"Beauty & Spas"
category,hf-9dAwfK0uBuScm3pjVOQ,"Craigmillar Castle","Craigmillar Castle Road Edinburgh EH16 4SY",Edinburgh,EDH,4.0,18,True,"Landmarks & Historical Buildings"
category,hf-9dAwfK0uBuScm3pjVOQ,"Craigmillar Castle","Craigmillar Castle Road Edinburgh EH16 4SY",Edinburgh,EDH,4.0,18,True,"Public Services & Government"
category,hf-9dAwfK0uBuScm3pjVOQ,"Craigmillar Castle","Craigmillar Castle Road Edinburgh EH16 4SY",Edinburgh,EDH,4.0,18,True,"Local Flavor"
category,VQqf2v_3lN963D-OMF9Z8A,"Buggy Wash Car Wash","2080 E Warm Springs Rd Southeast Las Vegas, NV 89119",Las Vegas,NV,3.5,7,False,"Car Wash"
category,VQqf2v_3lN963D-OMF9Z8A,"Buggy Wash Car Wash","2080 E Warm Springs Rd Southeast Las Vegas, NV 89119",Las Vegas,NV,3.5,7,False,"Automotive"
category,VQqf2v_3lN963D-OMF9Z8A,"Buggy Wash Car Wash","2080 E Warm Springs Rd Southeast Las Vegas, NV 89119",Las Vegas,NV,3.5,7,False,"Auto Detailing"
category,VQqf2v_3lN963D-OMF9Z8A,"Buggy Wash Car Wash","2080 E Warm Springs Rd Southeast Las Vegas, NV 89119",Las Vegas,NV,3.5,7,False,"Smog Check Stations"
category,N9R3R_1gCTE0sHB_GjIzFg,"Sharp Transmissions","1005 Wigwam Pkwy Henderson, NV 89074",Henderson,NV,5.0,8,True,"Auto Repair"
category,N9R3R_1gCTE0sHB_GjIzFg,"Sharp Transmissions","1005 Wigwam Pkwy Henderson, NV 89074",Henderson,NV,5.0,8,True,"Automotive"
category,jG5rs1PJgHo1ZluqrDS_LQ,"Rumblin' Tum","235 Saint John's Rd Corstorphine Edinburgh EH12 7XA",Edinburgh,EDH,3.5,4,True,"Sandwiches"
category,jG5rs1PJgHo1ZluqrDS_LQ,"Rumblin' Tum","235 Saint John's Rd Corstorphine Edinburgh EH12 7XA",Edinburgh,EDH,3.5,4,True,"Restaurants"
category,3uYvrLrxH1tzSzL2Y9W1OQ,"Ross Dress for Less","3159 S McClintock Dr Tempe, AZ 85282",Tempe,AZ,3.0,10,True,"Women's Clothing"
category,3uYvrLrxH1tzSzL2Y9W1OQ,"Ross Dress for Less","3159 S McClintock Dr Tempe, AZ 85282",Tempe,AZ,3.0,10,True,"Discount Store"
category,3uYvrLrxH1tzSzL2Y9W1OQ,"Ross Dress for Less","3159 S McClintock Dr Tempe, AZ 85282",Tempe,AZ,3.0,10,True,"Fashion"
category,3uYvrLrxH1tzSzL2Y9W1OQ,"Ross Dress for Less","3159 S McClintock Dr Tempe, AZ 85282",Tempe,AZ,3.0,10,True,"Shopping"
category,3uYvrLrxH1tzSzL2Y9W1OQ,"Ross Dress for Less","3159 S McClintock Dr Tempe, AZ 85282",Tempe,AZ,3.0,10,True,"Department Stores"
category,zYNetvz5YVfmgDcK2HlR_g,"Mercantile","828 N Central Ave Phoenix, AZ 85004",Phoenix,AZ,4.5,8,True,"Hair Salons"
category,zYNetvz5YVfmgDcK2HlR_g,"Mercantile","828 N Central Ave Phoenix, AZ 85004",Phoenix,AZ,4.5,8,True,"Used, Vintage & Consignment"
category,zYNetvz5YVfmgDcK2HlR_g,"Mercantile","828 N Central Ave Phoenix, AZ 85004",Phoenix,AZ,4.5,8,True,"Fashion"
category,zYNetvz5YVfmgDcK2HlR_g,"Mercantile","828 N Central Ave Phoenix, AZ 85004",Phoenix,AZ,4.5,8,True,"Shopping"
category,zYNetvz5YVfmgDcK2HlR_g,"Mercantile","828 N Central Ave Phoenix, AZ 85004",Phoenix,AZ,4.5,8,True,"Beauty & Spas"
category,OV00NowsyFbXMCGtzErRVA,"Griffin Brothers Tires Wheels & Auto Repair","5805 Highland Shoppes Dr Highland Creek Charlotte, NC 28269",Charlotte,NC,3.5,13,True,"Auto Repair"
category,OV00NowsyFbXMCGtzErRVA,"Griffin Brothers Tires Wheels & Auto Repair","5805 Highland Shoppes Dr Highland Creek Charlotte, NC 28269",Charlotte,NC,3.5,13,True,"Automotive"
category,OV00NowsyFbXMCGtzErRVA,"Griffin Brothers Tires Wheels & Auto Repair","5805 Highland Shoppes Dr Highland Creek Charlotte, NC 28269",Charlotte,NC,3.5,13,True,"Tires"
category,90wO0kSfCg6fETC4EY3aIg,"Guitar Shop of Wisconsin","1804 Wright St Madison, WI 53704",Madison,WI,5.0,4,True,"Musical Instruments & Teachers"
category,90wO0kSfCg6fETC4EY3aIg,"Guitar Shop of Wisconsin","1804 Wright St Madison, WI 53704",Madison,WI,5.0,4,True,"Shopping"
category,6OFYUDvf2k4RXDfOomfi1A,"Souvia Tea","15414 N 7th St Ste 8 Phoenix, AZ 85022",Phoenix,AZ,4.5,50,True,"Food"
category,6OFYUDvf2k4RXDfOomfi1A,"Souvia Tea","15414 N 7th St Ste 8 Phoenix, AZ 85022",Phoenix,AZ,4.5,50,True,"Tea Rooms"
category,6OFYUDvf2k4RXDfOomfi1A,"Souvia Tea","15414 N 7th St Ste 8 Phoenix, AZ 85022",Phoenix,AZ,4.5,50,True,"Coffee & Tea"
category,Fu-go3CYzjHkKpWGSnXGYg,"Guru Nanak Gurdwara - Sikh Temple","4487 E Russell Rd Southeast Las Vegas, NV 89120",Las Vegas,NV,3.5,3,True,"Religious Organizations"
category,Fu-go3CYzjHkKpWGSnXGYg,"Guru Nanak Gurdwara - Sikh Temple","4487 E Russell Rd Southeast Las Vegas, NV 89120",Las Vegas,NV,3.5,3,True,"Hindu Temples"
category,KWJiOihr3-gUqBkWsfd5hQ,"City Cabs","2 Atholl Place New Town West End Edinburgh EH3 8HP",Edinburgh,EDH,3.5,14,True,"Hotels & Travel"
category,KWJiOihr3-gUqBkWsfd5hQ,"City Cabs","2 Atholl Place New Town West End Edinburgh EH3 8HP",Edinburgh,EDH,3.5,14,True,"Taxis"
category,KWJiOihr3-gUqBkWsfd5hQ,"City Cabs","2 Atholl Place New Town West End Edinburgh EH3 8HP",Edinburgh,EDH,3.5,14,True,"Airport Shuttles"
category,KWJiOihr3-gUqBkWsfd5hQ,"City Cabs","2 Atholl Place New Town West End Edinburgh EH3 8HP",Edinburgh,EDH,3.5,14,True,"Transportation"
category,N9oASJVaN_2EIKTCTMj3-g,"Relax Foot Spa","1919 E Camelback Rd Ste 100A Phoenix, AZ 85016",Phoenix,AZ,5.0,6,True,"Beauty & Spas"
category,N9oASJVaN_2EIKTCTMj3-g,"Relax Foot Spa","1919 E Camelback Rd Ste 100A Phoenix, AZ 85016",Phoenix,AZ,5.0,6,True,"Health & Medical"
category,N9oASJVaN_2EIKTCTMj3-g,"Relax Foot Spa","1919 E Camelback Rd Ste 100A Phoenix, AZ 85016",Phoenix,AZ,5.0,6,True,"Massage"
category,N9oASJVaN_2EIKTCTMj3-g,"Relax Foot Spa","1919 E Camelback Rd Ste 100A Phoenix, AZ 85016",Phoenix,AZ,5.0,6,True,"Medical Spas"
category,10eUFLhA725dAnR-GqUPiA,"Priceless Books","108 W Main St Urbana, IL 61801",Urbana,IL,3.0,6,True,"Books, Mags, Music & Video"
category,10eUFLhA725dAnR-GqUPiA,"Priceless Books","108 W Main St Urbana, IL 61801",Urbana,IL,3.0,6,True,"Shopping"
category,10eUFLhA725dAnR-GqUPiA,"Priceless Books","108 W Main St Urbana, IL 61801",Urbana,IL,3.0,6,True,"Bookstores"
category,VK14sEdfXy9nsjm5ZSiigg,"Canyon Gate Cleaners","8145 W Sahara Ave Ste 520 Westside Las Vegas, NV 89117",Las Vegas,NV,2.5,5,True,"Local Services"
category,VK14sEdfXy9nsjm5ZSiigg,"Canyon Gate Cleaners","8145 W Sahara Ave Ste 520 Westside Las Vegas, NV 89117",Las Vegas,NV,2.5,5,True,"Dry Cleaning & Laundry"
category,obLB1u1MGHjR4awGznGAcg,"The Lily Pad","2 Warrender Park Road Marchmont Edinburgh EH9 1JQ",Edinburgh,EDH,4.0,3,False,"Flowers & Gifts"
category,obLB1u1MGHjR4awGznGAcg,"The Lily Pad","2 Warrender Park Road Marchmont Edinburgh EH9 1JQ",Edinburgh,EDH,4.0,3,False,"Shopping"
category,obLB1u1MGHjR4awGznGAcg,"The Lily Pad","2 Warrender Park Road Marchmont Edinburgh EH9 1JQ",Edinburgh,EDH,4.0,3,False,"Florists"
category,9ylfrWjdX6CltGs_Qcv7Ng,"PNC Park","115 Federal St North Side Pittsburgh, PA 15272",Pittsburgh,PA,5.0,306,True,"Arts & Entertainment"
category,9ylfrWjdX6CltGs_Qcv7Ng,"PNC Park","115 Federal St North Side Pittsburgh, PA 15272",Pittsburgh,PA,5.0,306,True,"Stadiums & Arenas"
category,NHkk76ARCFXG0OE4eXFFPA,"Color Me Mine","5887 Forbes Ave Squirrel Hill Pittsburgh, PA 15217",Pittsburgh,PA,3.5,9,True,"Education"
category,NHkk76ARCFXG0OE4eXFFPA,"Color Me Mine","5887 Forbes Ave Squirrel Hill Pittsburgh, PA 15217",Pittsburgh,PA,3.5,9,True,"Event Planning & Services"
category,NHkk76ARCFXG0OE4eXFFPA,"Color Me Mine","5887 Forbes Ave Squirrel Hill Pittsburgh, PA 15217",Pittsburgh,PA,3.5,9,True,"Party & Event Planning"
category,NHkk76ARCFXG0OE4eXFFPA,"Color Me Mine","5887 Forbes Ave Squirrel Hill Pittsburgh, PA 15217",Pittsburgh,PA,3.5,9,True,"Art Classes"
category,QRzZCHSuLe0nDdPrZ-y3cQ,"Quest Diagnostics","2595 S Maryland Pkwy Eastside Las Vegas, NV 89104",Las Vegas,NV,3.5,3,True,"Laboratory Testing"
category,QRzZCHSuLe0nDdPrZ-y3cQ,"Quest Diagnostics","2595 S Maryland Pkwy Eastside Las Vegas, NV 89104",Las Vegas,NV,3.5,3,True,"Diagnostic Services"
category,QRzZCHSuLe0nDdPrZ-y3cQ,"Quest Diagnostics","2595 S Maryland Pkwy Eastside Las Vegas, NV 89104",Las Vegas,NV,3.5,3,True,"Health & Medical"
category,mHC8ZtX4V_0X9DIiG-Mqew,"The EpiCentre","210 E Trade St Uptown Charlotte, NC 28202",Charlotte,NC,3.5,62,True,"Shopping Centers"
category,mHC8ZtX4V_0X9DIiG-Mqew,"The EpiCentre","210 E Trade St Uptown Charlotte, NC 28202",Charlotte,NC,3.5,62,True,"Shopping"
category,XSZWx1J46ksSSQ_x-YVXhg,"Cafelatte","100 N City Pkwy Downtown Las Vegas, NV 89101",Las Vegas,NV,3.5,3,True,"Food"
category,XSZWx1J46ksSSQ_x-YVXhg,"Cafelatte","100 N City Pkwy Downtown Las Vegas, NV 89101",Las Vegas,NV,3.5,3,True,"Coffee & Tea"
category,rExmZxKkcO0VfOVMo-w66g,"Fiesta Filipina","3310 S Jones Blvd Ste A Westside Las Vegas, NV 89146",Las Vegas,NV,3.0,44,True,"Filipino"
category,rExmZxKkcO0VfOVMo-w66g,"Fiesta Filipina","3310 S Jones Blvd Ste A Westside Las Vegas, NV 89146",Las Vegas,NV,3.0,44,True,"Restaurants"
category,n0spBYxPB6Espvyko1lNuw,"Teriyaki Sushi Express","3044 Fish Hatchery Rd Fitchburg, WI 53713",Fitchburg,WI,4.0,12,True,"Food"
category,n0spBYxPB6Espvyko1lNuw,"Teriyaki Sushi Express","3044 Fish Hatchery Rd Fitchburg, WI 53713",Fitchburg,WI,4.0,12,True,"Ethnic Food"
category,n0spBYxPB6Espvyko1lNuw,"Teriyaki Sushi Express","3044 Fish Hatchery Rd Fitchburg, WI 53713",Fitchburg,WI,4.0,12,True,"Specialty Food"
category,n0spBYxPB6Espvyko1lNuw,"Teriyaki Sushi Express","3044 Fish Hatchery Rd Fitchburg, WI 53713",Fitchburg,WI,4.0,12,True,"Japanese"
category,n0spBYxPB6Espvyko1lNuw,"Teriyaki Sushi Express","3044 Fish Hatchery Rd Fitchburg, WI 53713",Fitchburg,WI,4.0,12,True,"Restaurants"
category,4DhXcApdFZajmTDUA3cSyA,"Bikini's Beach & Dance Club","3700 W Flamingo Rd Las Vegas, NV 89103",Las Vegas,NV,2.5,8,True,"Nightlife"
category,cZl7-Um4HiJWFgDVmMan2Q,"Giant Eagle","320 Cedar Ave North Side Pittsburgh, PA 15212",Pittsburgh,PA,2.0,19,True,"Food"
category,cZl7-Um4HiJWFgDVmMan2Q,"Giant Eagle","320 Cedar Ave North Side Pittsburgh, PA 15212",Pittsburgh,PA,2.0,19,True,"Grocery"
category,sB-Mo3bBzqUEfm7O1xV_KA,"Subba","700 Cedar Ave North Side Pittsburgh, PA 15212",Pittsburgh,PA,4.5,25,True,"Asian Fusion"
category,sB-Mo3bBzqUEfm7O1xV_KA,"Subba","700 Cedar Ave North Side Pittsburgh, PA 15212",Pittsburgh,PA,4.5,25,True,"Restaurants"
category,DJ_q4ZRKEIUdt1u9wypCeA,"Southside Dog Park","518 E Carson St South Side Pittsburgh, PA 15203",Pittsburgh,PA,3.5,6,True,"Active Life"
category,DJ_q4ZRKEIUdt1u9wypCeA,"Southside Dog Park","518 E Carson St South Side Pittsburgh, PA 15203",Pittsburgh,PA,3.5,6,True,"Dog Parks"
category,DJ_q4ZRKEIUdt1u9wypCeA,"Southside Dog Park","518 E Carson St South Side Pittsburgh, PA 15203",Pittsburgh,PA,3.5,6,True,"Parks"
category,SeSmcvfWQxj3PKiizxkdQg,"Michael W Zacher, DDS","4507 N 36th St ` Phoenix, AZ 85018",Phoenix,AZ,3.5,6,True,"Health & Medical"
category,SeSmcvfWQxj3PKiizxkdQg,"Michael W Zacher, DDS","4507 N 36th St ` Phoenix, AZ 85018",Phoenix,AZ,3.5,6,True,"Dentists"
category,SeSmcvfWQxj3PKiizxkdQg,"Michael W Zacher, DDS","4507 N 36th St ` Phoenix, AZ 85018",Phoenix,AZ,3.5,6,True,"General Dentistry"
category,SeSmcvfWQxj3PKiizxkdQg,"Michael W Zacher, DDS","4507 N 36th St ` Phoenix, AZ 85018",Phoenix,AZ,3.5,6,True,"Cosmetic Dentists"
category,pHrRBFkX2r4onURqyy0mHw,"McDonald's","362 King Street N Waterloo, ON N2J 2Z2",Waterloo,ON,3.5,5,True,"Burgers"
category,pHrRBFkX2r4onURqyy0mHw,"McDonald's","362 King Street N Waterloo, ON N2J 2Z2",Waterloo,ON,3.5,5,True,"Fast Food"
category,pHrRBFkX2r4onURqyy0mHw,"McDonald's","362 King Street N Waterloo, ON N2J 2Z2",Waterloo,ON,3.5,5,True,"Restaurants"
category,qnObfZkpvnsZv1l8zScrdA,"Fireside Inn","4214 Steubenville Pike Pittsburgh, PA 15205",Pittsburgh,PA,3.5,3,True,"Bars"
category,qnObfZkpvnsZv1l8zScrdA,"Fireside Inn","4214 Steubenville Pike Pittsburgh, PA 15205",Pittsburgh,PA,3.5,3,True,"American (New)"
category,qnObfZkpvnsZv1l8zScrdA,"Fireside Inn","4214 Steubenville Pike Pittsburgh, PA 15205",Pittsburgh,PA,3.5,3,True,"Restaurants"
category,qnObfZkpvnsZv1l8zScrdA,"Fireside Inn","4214 Steubenville Pike Pittsburgh, PA 15205",Pittsburgh,PA,3.5,3,True,"Sports Bars"
category,qnObfZkpvnsZv1l8zScrdA,"Fireside Inn","4214 Steubenville Pike Pittsburgh, PA 15205",Pittsburgh,PA,3.5,3,True,"Nightlife"
category,hlf1xR9RKuqCsZ7k28FIGw,"Olivia Newton-John: Summer Nights","Flamingo Las Vegas 3555 Las Vegas Blvd S Eastside Las Vegas, NV 89109",Las Vegas,NV,4.5,10,True,"Arts & Entertainment"
category,hlf1xR9RKuqCsZ7k28FIGw,"Olivia Newton-John: Summer Nights","Flamingo Las Vegas 3555 Las Vegas Blvd S Eastside Las Vegas, NV 89109",Las Vegas,NV,4.5,10,True,"Performing Arts"
category,l76Pnq6nPNXt1ZpgqnYS0w,"MedShape","8114 E Cactus Rd Ste 230 Scottsdale, AZ 85260",Scottsdale,AZ,5.0,3,True,"Weight Loss Centers"
category,l76Pnq6nPNXt1ZpgqnYS0w,"MedShape","8114 E Cactus Rd Ste 230 Scottsdale, AZ 85260",Scottsdale,AZ,5.0,3,True,"Health & Medical"
category,2lV9R06GQeu50sWLSslFmQ,"Firestone Complete Auto Care","5060 E Sahara Ave Sunrise Las Vegas, NV 89142",Las Vegas,NV,4.0,15,True,"Auto Repair"
category,2lV9R06GQeu50sWLSslFmQ,"Firestone Complete Auto Care","5060 E Sahara Ave Sunrise Las Vegas, NV 89142",Las Vegas,NV,4.0,15,True,"Automotive"
category,2lV9R06GQeu50sWLSslFmQ,"Firestone Complete Auto Care","5060 E Sahara Ave Sunrise Las Vegas, NV 89142",Las Vegas,NV,4.0,15,True,"Tires"
category,2lV9R06GQeu50sWLSslFmQ,"Firestone Complete Auto Care","5060 E Sahara Ave Sunrise Las Vegas, NV 89142",Las Vegas,NV,4.0,15,True,"Oil Change Stations"
category,vXVWLKBaWZtcs8c4gpp2rA,"Ted Wiens Tire & Auto","4435 W Wigwam Ave Blue Diamond & Arville Southwest Las Vegas, NV 89139",Las Vegas,NV,3.0,20,True,"Auto Repair"
category,vXVWLKBaWZtcs8c4gpp2rA,"Ted Wiens Tire & Auto","4435 W Wigwam Ave Blue Diamond & Arville Southwest Las Vegas, NV 89139",Las Vegas,NV,3.0,20,True,"Automotive"
category,vXVWLKBaWZtcs8c4gpp2rA,"Ted Wiens Tire & Auto","4435 W Wigwam Ave Blue Diamond & Arville Southwest Las Vegas, NV 89139",Las Vegas,NV,3.0,20,True,"Smog Check Stations"
category,-RWF1l9kbp2woe3xoQYeVA,"Jimmy John's","2950 S Durango Dr Ste 135 Westside Las Vegas, NV 89117",Las Vegas,NV,3.5,32,True,"Sandwiches"
category,-RWF1l9kbp2woe3xoQYeVA,"Jimmy John's","2950 S Durango Dr Ste 135 Westside Las Vegas, NV 89117",Las Vegas,NV,3.5,32,True,"Restaurants"
category,mwpwfnnp4V0vorwc8fL9-g,"Encore Lobby Bar","3131 Las Vegas Blvd. South The Strip Las Vegas, NV 89109",Las Vegas,NV,4.0,65,True,"Bars"
category,mwpwfnnp4V0vorwc8fL9-g,"Encore Lobby Bar","3131 Las Vegas Blvd. South The Strip Las Vegas, NV 89109",Las Vegas,NV,4.0,65,True,"Nightlife"
category,mwpwfnnp4V0vorwc8fL9-g,"Encore Lobby Bar","3131 Las Vegas Blvd. South The Strip Las Vegas, NV 89109",Las Vegas,NV,4.0,65,True,"Lounges"
category,VLyzQxYPGQpXowNuVNN3HA,"Terrible Herbst","4070 Arville St Las Vegas, NV 89103",Las Vegas,NV,3.0,10,True,"Automotive"
category,VLyzQxYPGQpXowNuVNN3HA,"Terrible Herbst","4070 Arville St Las Vegas, NV 89103",Las Vegas,NV,3.0,10,True,"Gas & Service Stations"
category,HkPg98Yz5BBtwygrDNMpRw,"cafe thEATre","1832 Catherine Street W Montréal, QC H3H 1M1",Montréal,QC,4.5,3,False,"Cafes"
category,HkPg98Yz5BBtwygrDNMpRw,"cafe thEATre","1832 Catherine Street W Montréal, QC H3H 1M1",Montréal,QC,4.5,3,False,"Restaurants"
category,mJIjKI-ZvW9GapzG-KSGVA,"Zip-Dang","2606 Monroe St Dudgeon-Monroe Madison, WI 53711",Madison,WI,5.0,3,True,"Women's Clothing"
category,mJIjKI-ZvW9GapzG-KSGVA,"Zip-Dang","2606 Monroe St Dudgeon-Monroe Madison, WI 53711",Madison,WI,5.0,3,True,"Fashion"
category,mJIjKI-ZvW9GapzG-KSGVA,"Zip-Dang","2606 Monroe St Dudgeon-Monroe Madison, WI 53711",Madison,WI,5.0,3,True,"Shopping"
category,mJIjKI-ZvW9GapzG-KSGVA,"Zip-Dang","2606 Monroe St Dudgeon-Monroe Madison, WI 53711",Madison,WI,5.0,3,True,"Home Decor"
category,mJIjKI-ZvW9GapzG-KSGVA,"Zip-Dang","2606 Monroe St Dudgeon-Monroe Madison, WI 53711",Madison,WI,5.0,3,True,"Home & Garden"
category,JHPMQ4opyi8nbl1BwdBEeQ,"Newby's Automotive","1201 American Pacific Ste E Henderson, NV 89074",Henderson,NV,4.5,12,True,"Auto Repair"
category,JHPMQ4opyi8nbl1BwdBEeQ,"Newby's Automotive","1201 American Pacific Ste E Henderson, NV 89074",Henderson,NV,4.5,12,True,"Automotive"
category,5gwk3RnooAftbzjjIsIkXQ,"Uptown Bar And Kitchen","537-599 S Mcdowell St Uptown Charlotte, NC 28204",Charlotte,NC,3.0,3,True,"American (Traditional)"
category,5gwk3RnooAftbzjjIsIkXQ,"Uptown Bar And Kitchen","537-599 S Mcdowell St Uptown Charlotte, NC 28204",Charlotte,NC,3.0,3,True,"Restaurants"
