record_type,user_id,name,compliment_type, num_compliments_of_this_type
compliment,_Vlr3myVs4MK2rvTOwrxgg,Rob,funny,1
compliment,_Vlr3myVs4MK2rvTOwrxgg,Rob,plain,3
compliment,_Vlr3myVs4MK2rvTOwrxgg,Rob,writer,3
compliment,_Vlr3myVs4MK2rvTOwrxgg,Rob,photos,1
compliment,_Vlr3myVs4MK2rvTOwrxgg,Rob,hot,3
compliment,_Vlr3myVs4MK2rvTOwrxgg,Rob,cool,8
compliment,c5MDwut8ojfoeAkD__UpSA,Martin,plain,4
compliment,c5MDwut8ojfoeAkD__UpSA,Martin,writer,1
compliment,c5MDwut8ojfoeAkD__UpSA,Martin,more,1
compliment,ZbEz8Dng4OuqiWaBv2rmNw,Y.J,plain,1
compliment,E-OSuCFkoMGkihDaJnHdGw,Matthew,note,1
compliment,E-OSuCFkoMGkihDaJnHdGw,Matthew,funny,2
compliment,E-OSuCFkoMGkihDaJnHdGw,Matthew,writer,1
compliment,E-OSuCFkoMGkihDaJnHdGw,Matthew,plain,2
compliment,IbkGhCPrTv_JfLzbB7-DDA,Jessica,note,1
compliment,geIuGBQYhO8-N7zo-Uq2kA,Sherianne,note,1
compliment,geIuGBQYhO8-N7zo-Uq2kA,Sherianne,plain,2
compliment,geIuGBQYhO8-N7zo-Uq2kA,Sherianne,hot,1
compliment,geIuGBQYhO8-N7zo-Uq2kA,Sherianne,funny,1
compliment,geIuGBQYhO8-N7zo-Uq2kA,Sherianne,cool,4
compliment,9CeuK1pfUn6fRgl3pLVubQ,Kevin,note,2
compliment,tpixxgTeK1fkV4znEvsNoA,Erin,cute,3
compliment,tpixxgTeK1fkV4znEvsNoA,Erin,funny,16
compliment,tpixxgTeK1fkV4znEvsNoA,Erin,plain,18
compliment,tpixxgTeK1fkV4znEvsNoA,Erin,writer,13
compliment,tpixxgTeK1fkV4znEvsNoA,Erin,list,3
compliment,tpixxgTeK1fkV4znEvsNoA,Erin,note,17
compliment,tpixxgTeK1fkV4znEvsNoA,Erin,photos,2
compliment,tpixxgTeK1fkV4znEvsNoA,Erin,hot,61
compliment,tpixxgTeK1fkV4znEvsNoA,Erin,more,7
compliment,tpixxgTeK1fkV4znEvsNoA,Erin,cool,55
compliment,CZ8oMEZ_ir6PZsy8_M3eTA,Layna,note,1
compliment,CZ8oMEZ_ir6PZsy8_M3eTA,Layna,plain,3
compliment,CZ8oMEZ_ir6PZsy8_M3eTA,Layna,hot,1
compliment,CZ8oMEZ_ir6PZsy8_M3eTA,Layna,writer,1
compliment,CZ8oMEZ_ir6PZsy8_M3eTA,Layna,cool,1
compliment,9tqb-3kIORsNvevMD_l5TA,Joe,plain,1
compliment,9tqb-3kIORsNvevMD_l5TA,Joe,more,1
compliment,9tqb-3kIORsNvevMD_l5TA,Joe,cool,1
compliment,5O_51al5VYsjkzGU8AQecQ,Natasha,plain,3
compliment,5O_51al5VYsjkzGU8AQecQ,Natasha,writer,5
compliment,5O_51al5VYsjkzGU8AQecQ,Natasha,photos,1
compliment,_mmeN93OsRhD3vsrpFUYpw,D,profile,1
compliment,_mmeN93OsRhD3vsrpFUYpw,D,plain,3
compliment,_mmeN93OsRhD3vsrpFUYpw,D,writer,6
compliment,_mmeN93OsRhD3vsrpFUYpw,D,note,2
compliment,_mmeN93OsRhD3vsrpFUYpw,D,hot,4
compliment,_mmeN93OsRhD3vsrpFUYpw,D,cool,4
compliment,dawj_uM83MULbkuEBDpuaw,Linda,funny,1
compliment,dawj_uM83MULbkuEBDpuaw,Linda,cute,1
compliment,dawj_uM83MULbkuEBDpuaw,Linda,plain,31
compliment,dawj_uM83MULbkuEBDpuaw,Linda,writer,8
compliment,dawj_uM83MULbkuEBDpuaw,Linda,note,10
compliment,dawj_uM83MULbkuEBDpuaw,Linda,photos,3
compliment,dawj_uM83MULbkuEBDpuaw,Linda,hot,5
compliment,dawj_uM83MULbkuEBDpuaw,Linda,cool,20
compliment,dawj_uM83MULbkuEBDpuaw,Linda,more,2
compliment,gYuAITftX0i47X5biCF3Pw,Ashley,cute,1
compliment,gYuAITftX0i47X5biCF3Pw,Ashley,plain,3
compliment,gYuAITftX0i47X5biCF3Pw,Ashley,writer,1
compliment,gYuAITftX0i47X5biCF3Pw,Ashley,note,5
compliment,gYuAITftX0i47X5biCF3Pw,Ashley,photos,1
compliment,gYuAITftX0i47X5biCF3Pw,Ashley,hot,6
compliment,gYuAITftX0i47X5biCF3Pw,Ashley,cool,10
compliment,EI6U3YUpjMP2XWwQ7L40Ig,Melissa,profile,1
compliment,EI6U3YUpjMP2XWwQ7L40Ig,Melissa,funny,4
compliment,EI6U3YUpjMP2XWwQ7L40Ig,Melissa,plain,11
compliment,EI6U3YUpjMP2XWwQ7L40Ig,Melissa,writer,12
compliment,EI6U3YUpjMP2XWwQ7L40Ig,Melissa,note,3
compliment,EI6U3YUpjMP2XWwQ7L40Ig,Melissa,photos,5
compliment,EI6U3YUpjMP2XWwQ7L40Ig,Melissa,hot,12
compliment,EI6U3YUpjMP2XWwQ7L40Ig,Melissa,cool,18
compliment,ZAlD5yAwEDOHRx91VDlr5g,Helen,profile,1
compliment,ZAlD5yAwEDOHRx91VDlr5g,Helen,hot,1
compliment,ZAlD5yAwEDOHRx91VDlr5g,Helen,writer,1
compliment,kq3cSv9Doaez68ke2dw2Ig,sunee,funny,4
compliment,kq3cSv9Doaez68ke2dw2Ig,sunee,cute,2
compliment,kq3cSv9Doaez68ke2dw2Ig,sunee,plain,2
compliment,kq3cSv9Doaez68ke2dw2Ig,sunee,hot,8
compliment,kq3cSv9Doaez68ke2dw2Ig,sunee,more,3
compliment,kq3cSv9Doaez68ke2dw2Ig,sunee,cool,3
compliment,PJKOLtLjDpt9ETrJAPb-YQ,Jill,funny,54
compliment,PJKOLtLjDpt9ETrJAPb-YQ,Jill,cute,6
compliment,PJKOLtLjDpt9ETrJAPb-YQ,Jill,plain,64
compliment,PJKOLtLjDpt9ETrJAPb-YQ,Jill,writer,9
compliment,PJKOLtLjDpt9ETrJAPb-YQ,Jill,list,1
compliment,PJKOLtLjDpt9ETrJAPb-YQ,Jill,note,26
compliment,PJKOLtLjDpt9ETrJAPb-YQ,Jill,photos,4
compliment,PJKOLtLjDpt9ETrJAPb-YQ,Jill,hot,39
compliment,PJKOLtLjDpt9ETrJAPb-YQ,Jill,cool,41
compliment,fFzCK8YdUPOYYyL1V4YhMQ,Kirt,note,1
compliment,fFzCK8YdUPOYYyL1V4YhMQ,Kirt,funny,2
compliment,fFzCK8YdUPOYYyL1V4YhMQ,Kirt,hot,2
compliment,fFzCK8YdUPOYYyL1V4YhMQ,Kirt,plain,2
compliment,fFzCK8YdUPOYYyL1V4YhMQ,Kirt,cool,4
compliment,f6q_pSwkHMNbRusrX5Pkfg,Ann,plain,4
compliment,f6q_pSwkHMNbRusrX5Pkfg,Ann,hot,2
compliment,f6q_pSwkHMNbRusrX5Pkfg,Ann,more,2
compliment,f6q_pSwkHMNbRusrX5Pkfg,Ann,cool,2
compliment,f6q_pSwkHMNbRusrX5Pkfg,Ann,funny,1
compliment,5YbWXqEMpm-eUmPMAyj-ng,Jen,note,1
compliment,5YbWXqEMpm-eUmPMAyj-ng,Jen,cool,1
compliment,wDPN-DTpsLqQLqwlar3CEg,Melissa,profile,1
compliment,wDPN-DTpsLqQLqwlar3CEg,Melissa,cute,6
compliment,wDPN-DTpsLqQLqwlar3CEg,Melissa,funny,2
compliment,wDPN-DTpsLqQLqwlar3CEg,Melissa,plain,10
compliment,wDPN-DTpsLqQLqwlar3CEg,Melissa,writer,10
compliment,wDPN-DTpsLqQLqwlar3CEg,Melissa,note,8
compliment,wDPN-DTpsLqQLqwlar3CEg,Melissa,photos,2
compliment,wDPN-DTpsLqQLqwlar3CEg,Melissa,hot,9
compliment,wDPN-DTpsLqQLqwlar3CEg,Melissa,cool,14
compliment,wDPN-DTpsLqQLqwlar3CEg,Melissa,more,4
compliment,z_4M5qJDhrSFW5FNttduMg,Jenny,plain,1
compliment,z_4M5qJDhrSFW5FNttduMg,Jenny,writer,1
compliment,z_4M5qJDhrSFW5FNttduMg,Jenny,note,3
compliment,z_4M5qJDhrSFW5FNttduMg,Jenny,photos,1
compliment,z_4M5qJDhrSFW5FNttduMg,Jenny,more,1
compliment,z_4M5qJDhrSFW5FNttduMg,Jenny,cool,1
compliment,fomdkR9sg3l_MbLgN-9vQQ,Chris,note,1
compliment,WJQp0HmIW0lgA5Sowx3Xjw,Heather,profile,3
compliment,WJQp0HmIW0lgA5Sowx3Xjw,Heather,funny,73
compliment,WJQp0HmIW0lgA5Sowx3Xjw,Heather,cute,16
compliment,WJQp0HmIW0lgA5Sowx3Xjw,Heather,plain,180
compliment,WJQp0HmIW0lgA5Sowx3Xjw,Heather,writer,53
compliment,WJQp0HmIW0lgA5Sowx3Xjw,Heather,list,11
compliment,WJQp0HmIW0lgA5Sowx3Xjw,Heather,note,73
compliment,WJQp0HmIW0lgA5Sowx3Xjw,Heather,photos,2
compliment,WJQp0HmIW0lgA5Sowx3Xjw,Heather,hot,180
compliment,WJQp0HmIW0lgA5Sowx3Xjw,Heather,more,19
compliment,WJQp0HmIW0lgA5Sowx3Xjw,Heather,cool,199
compliment,IFKNIFxx-TZ2Rc0xjvaE-Q,Wendy,funny,5
compliment,IFKNIFxx-TZ2Rc0xjvaE-Q,Wendy,cute,2
compliment,IFKNIFxx-TZ2Rc0xjvaE-Q,Wendy,plain,17
compliment,IFKNIFxx-TZ2Rc0xjvaE-Q,Wendy,writer,13
compliment,IFKNIFxx-TZ2Rc0xjvaE-Q,Wendy,note,2
compliment,IFKNIFxx-TZ2Rc0xjvaE-Q,Wendy,photos,8
compliment,IFKNIFxx-TZ2Rc0xjvaE-Q,Wendy,hot,10
compliment,IFKNIFxx-TZ2Rc0xjvaE-Q,Wendy,more,1
compliment,IFKNIFxx-TZ2Rc0xjvaE-Q,Wendy,cool,19
compliment,jQ9RSmdCT68cqtNqSsWg7A,Jason,funny,2
compliment,jQ9RSmdCT68cqtNqSsWg7A,Jason,cute,1
compliment,jQ9RSmdCT68cqtNqSsWg7A,Jason,note,1
compliment,jQ9RSmdCT68cqtNqSsWg7A,Jason,hot,1
compliment,jQ9RSmdCT68cqtNqSsWg7A,Jason,cool,1
compliment,jQ9RSmdCT68cqtNqSsWg7A,Jason,more,1
compliment,RI2LvuPQI7koDpIRbfePtA,Ruben,note,4
compliment,RI2LvuPQI7koDpIRbfePtA,Ruben,funny,1
compliment,RI2LvuPQI7koDpIRbfePtA,Ruben,hot,1
compliment,RI2LvuPQI7koDpIRbfePtA,Ruben,plain,1
compliment,lo7y8VqFVR-Zvo4UomyuoA,Michael,funny,1
compliment,iMmlhd2JZs5SYqvfICvnsw,Jamie,funny,4
compliment,iMmlhd2JZs5SYqvfICvnsw,Jamie,cute,1
compliment,iMmlhd2JZs5SYqvfICvnsw,Jamie,plain,5
compliment,iMmlhd2JZs5SYqvfICvnsw,Jamie,writer,1
compliment,iMmlhd2JZs5SYqvfICvnsw,Jamie,note,8
compliment,iMmlhd2JZs5SYqvfICvnsw,Jamie,photos,1
compliment,iMmlhd2JZs5SYqvfICvnsw,Jamie,hot,8
compliment,iMmlhd2JZs5SYqvfICvnsw,Jamie,more,2
compliment,iMmlhd2JZs5SYqvfICvnsw,Jamie,cool,19
compliment,ZCXN4VIK0ZQx06rnQgCfMg,Cindy,plain,1
compliment,w5hrJmNcZ2gIR9f6OMz_PQ,Angie,note,1
compliment,w5hrJmNcZ2gIR9f6OMz_PQ,Angie,photos,1
compliment,UOxitJ5W84zsnrK6sP9nAQ,Jon,more,1
compliment,Uc36P8ratGTiJ_PRPs7KqQ,Keith,note,1
compliment,Uc36P8ratGTiJ_PRPs7KqQ,Keith,funny,1
compliment,Uc36P8ratGTiJ_PRPs7KqQ,Keith,writer,2
compliment,Uc36P8ratGTiJ_PRPs7KqQ,Keith,plain,1
compliment,g2jnMatPdr7_v9dSLeeRPA,Emilie,plain,2
compliment,g2jnMatPdr7_v9dSLeeRPA,Emilie,more,1
compliment,Lg7WvaLl6K6VpZncWjyptg,Bradley,note,1
compliment,oztkJcxjdCvu44Pa_Q5L_g,Michael,plain,1
compliment,l7_V5l8INbhc6HpWpKNepw,Justine,note,1
compliment,4cuY5IkbUmVvVD4MiPymYA,Mark,plain,1
compliment,4cuY5IkbUmVvVD4MiPymYA,Mark,writer,1
compliment,W2uzZzI2c2ur1upZdldmUQ,Lita,photos,1
compliment,nlBV2loh--YIxbWmp87l8A,Monica,funny,1
compliment,nlBV2loh--YIxbWmp87l8A,Monica,plain,8
compliment,nlBV2loh--YIxbWmp87l8A,Monica,writer,4
compliment,nlBV2loh--YIxbWmp87l8A,Monica,note,7
compliment,nlBV2loh--YIxbWmp87l8A,Monica,photos,2
compliment,nlBV2loh--YIxbWmp87l8A,Monica,cool,2
compliment,WksZH5q8_mgL3yCx-CZdFw,Maria Cristina,funny,3
compliment,WksZH5q8_mgL3yCx-CZdFw,Maria Cristina,plain,4
compliment,WksZH5q8_mgL3yCx-CZdFw,Maria Cristina,writer,3
compliment,WksZH5q8_mgL3yCx-CZdFw,Maria Cristina,note,3
compliment,WksZH5q8_mgL3yCx-CZdFw,Maria Cristina,photos,2
compliment,WksZH5q8_mgL3yCx-CZdFw,Maria Cristina,hot,7
compliment,WksZH5q8_mgL3yCx-CZdFw,Maria Cristina,cool,8
compliment,WksZH5q8_mgL3yCx-CZdFw,Maria Cristina,more,3
compliment,uthuz-H1WQgKzN_xt-4RIA,N,note,1
compliment,pLN8uC2a4LJVwN9XOTEpEw,Cris-ann,funny,3
compliment,pLN8uC2a4LJVwN9XOTEpEw,Cris-ann,plain,6
compliment,pLN8uC2a4LJVwN9XOTEpEw,Cris-ann,writer,3
compliment,pLN8uC2a4LJVwN9XOTEpEw,Cris-ann,note,1
compliment,pLN8uC2a4LJVwN9XOTEpEw,Cris-ann,hot,5
compliment,pLN8uC2a4LJVwN9XOTEpEw,Cris-ann,cool,3
compliment,_7wzMjsqkujLHZRosKT_kQ,Nicole,profile,22
compliment,_7wzMjsqkujLHZRosKT_kQ,Nicole,cute,77
compliment,_7wzMjsqkujLHZRosKT_kQ,Nicole,funny,216
compliment,_7wzMjsqkujLHZRosKT_kQ,Nicole,plain,184
compliment,_7wzMjsqkujLHZRosKT_kQ,Nicole,writer,107
compliment,_7wzMjsqkujLHZRosKT_kQ,Nicole,list,1
compliment,_7wzMjsqkujLHZRosKT_kQ,Nicole,note,161
compliment,_7wzMjsqkujLHZRosKT_kQ,Nicole,photos,92
compliment,_7wzMjsqkujLHZRosKT_kQ,Nicole,hot,277
compliment,_7wzMjsqkujLHZRosKT_kQ,Nicole,more,23
compliment,_7wzMjsqkujLHZRosKT_kQ,Nicole,cool,327
compliment,4xDnAx8ev_ivrIR-Fwy-pg,M.,cool,2
compliment,4xDnAx8ev_ivrIR-Fwy-pg,M.,writer,2
compliment,4xDnAx8ev_ivrIR-Fwy-pg,M.,more,1
compliment,eS80JGPhdvLydxFeVDhebA,Jeannie,funny,1
compliment,eS80JGPhdvLydxFeVDhebA,Jeannie,plain,5
compliment,eS80JGPhdvLydxFeVDhebA,Jeannie,writer,4
compliment,eS80JGPhdvLydxFeVDhebA,Jeannie,note,2
compliment,eS80JGPhdvLydxFeVDhebA,Jeannie,hot,5
compliment,eS80JGPhdvLydxFeVDhebA,Jeannie,more,1
compliment,eS80JGPhdvLydxFeVDhebA,Jeannie,cool,10
compliment,kcbKBbu2ifawMDx15KlQjg,Dawn,profile,5
compliment,kcbKBbu2ifawMDx15KlQjg,Dawn,funny,15
compliment,kcbKBbu2ifawMDx15KlQjg,Dawn,cute,5
compliment,kcbKBbu2ifawMDx15KlQjg,Dawn,plain,98
compliment,kcbKBbu2ifawMDx15KlQjg,Dawn,writer,47
compliment,kcbKBbu2ifawMDx15KlQjg,Dawn,note,63
compliment,kcbKBbu2ifawMDx15KlQjg,Dawn,photos,63
compliment,kcbKBbu2ifawMDx15KlQjg,Dawn,hot,56
compliment,kcbKBbu2ifawMDx15KlQjg,Dawn,cool,121
compliment,kcbKBbu2ifawMDx15KlQjg,Dawn,more,8
compliment,rZxviNl_FBiADkD9l1ZibQ,Mitch,note,1
compliment,rZxviNl_FBiADkD9l1ZibQ,Mitch,more,1
compliment,Zc4vHIkZFLmY5QipZMaGlQ,Keith,note,1
compliment,HItmmL6bYTPQubcMlraFkg,Eric,plain,1
compliment,HItmmL6bYTPQubcMlraFkg,Eric,cool,1
compliment,dO4ISVbGhXATwpalGTU4QQ,Varant,funny,7
compliment,dO4ISVbGhXATwpalGTU4QQ,Varant,cute,3
compliment,dO4ISVbGhXATwpalGTU4QQ,Varant,plain,12
compliment,dO4ISVbGhXATwpalGTU4QQ,Varant,writer,3
compliment,dO4ISVbGhXATwpalGTU4QQ,Varant,note,5
compliment,dO4ISVbGhXATwpalGTU4QQ,Varant,photos,1
compliment,dO4ISVbGhXATwpalGTU4QQ,Varant,hot,4
compliment,dO4ISVbGhXATwpalGTU4QQ,Varant,more,3
compliment,dO4ISVbGhXATwpalGTU4QQ,Varant,cool,10
compliment,Gi9pzeQK5aC_Y_JlMl23RQ,Micky,cool,1
compliment,YeaVkicx1VTqH3_cS59j1g,Linda,plain,1
compliment,YeaVkicx1VTqH3_cS59j1g,Linda,hot,1
compliment,YeaVkicx1VTqH3_cS59j1g,Linda,writer,1
compliment,YeaVkicx1VTqH3_cS59j1g,Linda,more,1
compliment,f-ja5tuY16W987LTs8Wp5g,Naamah,hot,4
compliment,f-ja5tuY16W987LTs8Wp5g,Naamah,more,1
compliment,f-ja5tuY16W987LTs8Wp5g,Naamah,cool,2
compliment,VHaRewN3kUJEhtDrmSOMEg,Daroki,note,1
compliment,VHaRewN3kUJEhtDrmSOMEg,Daroki,plain,1
compliment,VHaRewN3kUJEhtDrmSOMEg,Daroki,cool,1
compliment,VHaRewN3kUJEhtDrmSOMEg,Daroki,writer,1
compliment,VHaRewN3kUJEhtDrmSOMEg,Daroki,more,1
compliment,kpnTEkv7glzzGnTCobGEEg,H,note,2
compliment,lESrKk1SGFhLzk96VD2tTg,Nicholle,hot,1
compliment,lESrKk1SGFhLzk96VD2tTg,Nicholle,writer,1
compliment,lESrKk1SGFhLzk96VD2tTg,Nicholle,cool,1
compliment,_drSpAy_n8AS09p_In0z0Q,Ezra,note,1
compliment,_drSpAy_n8AS09p_In0z0Q,Ezra,writer,1
compliment,_drSpAy_n8AS09p_In0z0Q,Ezra,cool,1
compliment,FSmulR3l8XsBSmW8xFK8ng,Annie,more,1
compliment,kOQguzruPybdWOBYZWOF9w,Donny,profile,1
compliment,kOQguzruPybdWOBYZWOF9w,Donny,cute,1
compliment,kOQguzruPybdWOBYZWOF9w,Donny,funny,4
compliment,kOQguzruPybdWOBYZWOF9w,Donny,plain,8
compliment,kOQguzruPybdWOBYZWOF9w,Donny,writer,1
compliment,kOQguzruPybdWOBYZWOF9w,Donny,note,6
compliment,kOQguzruPybdWOBYZWOF9w,Donny,hot,1
compliment,kOQguzruPybdWOBYZWOF9w,Donny,more,2
compliment,kOQguzruPybdWOBYZWOF9w,Donny,cool,11
compliment,VV7ULIm5sWesT0pDp4ssIA,Ana,plain,1
compliment,fUgcO-9G7DrvUrqCbVbZ6g,Eric,note,1
compliment,fUgcO-9G7DrvUrqCbVbZ6g,Eric,funny,1
compliment,fUgcO-9G7DrvUrqCbVbZ6g,Eric,plain,1
compliment,fUgcO-9G7DrvUrqCbVbZ6g,Eric,more,1
compliment,gtMaE353G5bDHQMz2ep8Pw,Julia,plain,1
compliment,XY6Y9k1wURnRVYcqD2OsxQ,Sherrie,cool,1
compliment,YUVoPiyLs_5jRSgYZaPcnQ,Mike,note,4
compliment,YUVoPiyLs_5jRSgYZaPcnQ,Mike,plain,6
compliment,YUVoPiyLs_5jRSgYZaPcnQ,Mike,funny,1
compliment,YUVoPiyLs_5jRSgYZaPcnQ,Mike,cool,4
compliment,iXGC38DrP7C243O-MHNYBw,Cassy,writer,1
compliment,F8MIgcGzop_Mv0gFYJc4fA,Debbie,note,1
compliment,F8MIgcGzop_Mv0gFYJc4fA,Debbie,plain,6
compliment,F8MIgcGzop_Mv0gFYJc4fA,Debbie,cool,1
compliment,F8MIgcGzop_Mv0gFYJc4fA,Debbie,writer,1
compliment,F8MIgcGzop_Mv0gFYJc4fA,Debbie,more,1
compliment,UmPAhKz7NZyHRdWqYgZHzA,Lee,cool,1
compliment,hwc6JBQR0-fqWMFqtIi-LQ,Bob,plain,1
compliment,F5CyBVtWmIALYTnZ_DSbHg,RICK,plain,1
compliment,Npws8JSvATvz4XciSaNkNw,sean,cool,1
compliment,axwDuztB5U6v5T8CKEly8Q,Josephine,profile,2
compliment,axwDuztB5U6v5T8CKEly8Q,Josephine,funny,7
compliment,axwDuztB5U6v5T8CKEly8Q,Josephine,cute,2
compliment,axwDuztB5U6v5T8CKEly8Q,Josephine,plain,11
compliment,axwDuztB5U6v5T8CKEly8Q,Josephine,writer,20
compliment,axwDuztB5U6v5T8CKEly8Q,Josephine,note,3
compliment,axwDuztB5U6v5T8CKEly8Q,Josephine,photos,1
compliment,axwDuztB5U6v5T8CKEly8Q,Josephine,hot,7
compliment,axwDuztB5U6v5T8CKEly8Q,Josephine,more,5
compliment,axwDuztB5U6v5T8CKEly8Q,Josephine,cool,16
compliment,88VUfjknvrSl40UxL7iS3g,Nolando,funny,11
compliment,88VUfjknvrSl40UxL7iS3g,Nolando,cute,3
compliment,88VUfjknvrSl40UxL7iS3g,Nolando,plain,9
compliment,88VUfjknvrSl40UxL7iS3g,Nolando,writer,7
compliment,88VUfjknvrSl40UxL7iS3g,Nolando,list,1
compliment,88VUfjknvrSl40UxL7iS3g,Nolando,note,11
compliment,88VUfjknvrSl40UxL7iS3g,Nolando,photos,1
compliment,88VUfjknvrSl40UxL7iS3g,Nolando,hot,2
compliment,88VUfjknvrSl40UxL7iS3g,Nolando,more,4
compliment,88VUfjknvrSl40UxL7iS3g,Nolando,cool,14
compliment,-XKYeGkaJOPzzAS6_rrQmg,Adele,hot,1
compliment,YvX1qIIkBHEdrgHjRiInGA,Charo,funny,2
compliment,YvX1qIIkBHEdrgHjRiInGA,Charo,plain,2
compliment,YvX1qIIkBHEdrgHjRiInGA,Charo,writer,1
compliment,YvX1qIIkBHEdrgHjRiInGA,Charo,note,1
compliment,YvX1qIIkBHEdrgHjRiInGA,Charo,hot,1
compliment,YvX1qIIkBHEdrgHjRiInGA,Charo,cool,1
compliment,dH_kbN9mSFxD66wJOKoEng,Rudulf,note,2
compliment,dH_kbN9mSFxD66wJOKoEng,Rudulf,plain,1
compliment,dH_kbN9mSFxD66wJOKoEng,Rudulf,cool,2
compliment,N1YCsdpF3QYIwS_afot1yw,Courtney,funny,4
compliment,N1YCsdpF3QYIwS_afot1yw,Courtney,plain,11
compliment,N1YCsdpF3QYIwS_afot1yw,Courtney,writer,3
compliment,N1YCsdpF3QYIwS_afot1yw,Courtney,note,4
compliment,N1YCsdpF3QYIwS_afot1yw,Courtney,photos,1
compliment,N1YCsdpF3QYIwS_afot1yw,Courtney,hot,4
compliment,N1YCsdpF3QYIwS_afot1yw,Courtney,more,2
compliment,N1YCsdpF3QYIwS_afot1yw,Courtney,cool,10
compliment,O4VqoyRlZ4jcEaWWXx-sag,Brent,writer,1
compliment,GI7QmqUVWONkwzl9jfZruw,DJ,note,1
compliment,GI7QmqUVWONkwzl9jfZruw,DJ,plain,1
compliment,GI7QmqUVWONkwzl9jfZruw,DJ,hot,3
compliment,GI7QmqUVWONkwzl9jfZruw,DJ,more,1
compliment,GI7QmqUVWONkwzl9jfZruw,DJ,cool,1
compliment,BgIwh2bSkovgIxn0KCkM1A,Jennie,funny,1
compliment,BgIwh2bSkovgIxn0KCkM1A,Jennie,plain,4
compliment,BgIwh2bSkovgIxn0KCkM1A,Jennie,writer,1
compliment,BgIwh2bSkovgIxn0KCkM1A,Jennie,note,4
compliment,BgIwh2bSkovgIxn0KCkM1A,Jennie,photos,1
compliment,BgIwh2bSkovgIxn0KCkM1A,Jennie,cool,7
compliment,FzwBXDBoi9iX-SdwcbYwag,Corey,profile,4
compliment,FzwBXDBoi9iX-SdwcbYwag,Corey,funny,39
compliment,FzwBXDBoi9iX-SdwcbYwag,Corey,plain,37
compliment,FzwBXDBoi9iX-SdwcbYwag,Corey,writer,13
compliment,FzwBXDBoi9iX-SdwcbYwag,Corey,note,14
compliment,FzwBXDBoi9iX-SdwcbYwag,Corey,photos,10
compliment,FzwBXDBoi9iX-SdwcbYwag,Corey,hot,12
compliment,FzwBXDBoi9iX-SdwcbYwag,Corey,cool,37
compliment,FzwBXDBoi9iX-SdwcbYwag,Corey,more,3
compliment,BUvBOXEal6NFlHEKvWHqTg,Hisham,plain,3
compliment,BUvBOXEal6NFlHEKvWHqTg,Hisham,cool,2
compliment,Oj57c87VRI18NssHQWvwxw,Jessica,note,1
compliment,Oj57c87VRI18NssHQWvwxw,Jessica,hot,1
compliment,ODf5kPUPp0LBEBEjXqecXQ,Chris,note,1
compliment,ODf5kPUPp0LBEBEjXqecXQ,Chris,plain,1
compliment,ODf5kPUPp0LBEBEjXqecXQ,Chris,funny,1
compliment,JamU8W3AjMIqoQIkFsHaXw,Augusta,profile,37
compliment,JamU8W3AjMIqoQIkFsHaXw,Augusta,cute,83
compliment,JamU8W3AjMIqoQIkFsHaXw,Augusta,funny,482
compliment,JamU8W3AjMIqoQIkFsHaXw,Augusta,plain,550
compliment,JamU8W3AjMIqoQIkFsHaXw,Augusta,writer,254
compliment,JamU8W3AjMIqoQIkFsHaXw,Augusta,list,19
compliment,JamU8W3AjMIqoQIkFsHaXw,Augusta,note,228
compliment,JamU8W3AjMIqoQIkFsHaXw,Augusta,photos,61
compliment,JamU8W3AjMIqoQIkFsHaXw,Augusta,hot,1119
compliment,JamU8W3AjMIqoQIkFsHaXw,Augusta,more,36
compliment,JamU8W3AjMIqoQIkFsHaXw,Augusta,cool,773
compliment,bG4VxPxqaE-tfKvbLTCSMQ,Mandi,note,1
compliment,9jtaIeef4VhZ_fCYS_BaUw,Matt,note,1
compliment,9jtaIeef4VhZ_fCYS_BaUw,Matt,plain,1
compliment,9jtaIeef4VhZ_fCYS_BaUw,Matt,hot,2
compliment,9jtaIeef4VhZ_fCYS_BaUw,Matt,writer,1
compliment,9jtaIeef4VhZ_fCYS_BaUw,Matt,cool,2
compliment,wJv-7qPE2Knmy9OZDCpmEA,Chantelle,note,2
compliment,wJv-7qPE2Knmy9OZDCpmEA,Chantelle,funny,1
compliment,wJv-7qPE2Knmy9OZDCpmEA,Chantelle,hot,2
compliment,wJv-7qPE2Knmy9OZDCpmEA,Chantelle,plain,3
compliment,wJv-7qPE2Knmy9OZDCpmEA,Chantelle,more,2
compliment,tTJarqYPmLDbt_7-ja2EtA,Justin,note,1
compliment,tTJarqYPmLDbt_7-ja2EtA,Justin,plain,1
compliment,tTJarqYPmLDbt_7-ja2EtA,Justin,cool,1
compliment,uHXHLP7XIpfxTl8-la868Q,Susan,plain,2
compliment,RANSkwzLiyFwz4xJ-tmU3A,Esteban,note,1
compliment,RANSkwzLiyFwz4xJ-tmU3A,Esteban,plain,6
compliment,RANSkwzLiyFwz4xJ-tmU3A,Esteban,cool,1
compliment,RANSkwzLiyFwz4xJ-tmU3A,Esteban,funny,2
compliment,tLoLvw0giZLCdHSSz5Zu-A,Billy,funny,1
compliment,tLoLvw0giZLCdHSSz5Zu-A,Billy,cool,1
compliment,Z2ZKR6jLDLHR60GwAFry8w,Allison,plain,1
compliment,dYhtLLXtaGDQKgzey7VY1g,Liz,funny,1
compliment,j5uRNSlvhVKSy6Iga1CVSw,Edris,note,3
