record_type,user_id,name,review_count,average_stars,registered_on,fans_count,elite_years_count
user,fUI5PVCL73UDbJgCNsYW9w,"Elena",3,4.67,2013-11,0,0
user,I9k37_dNd4tsxvn5sOIucg,"Susan",5,5.0,2011-03,0,0
user,LpjYSnaPmcVDm6CkEjdP7A,"Daniel",5,4.4,2012-07,0,0
user,LSNs389Y6muhYn-WTE0Vxg,"Karla",2,1.0,2013-08,0,0
user,5gIsM0YidRQqEVen55Hsqg,"Chris",50,4.14,2012-05,0,0
user,QCt_6P9g2MfX1ezb06IcVg,"Barry",4,3.33,2009-12,0,0
user,gFHgjdzdjamBxmvTzir0Ow,"Laura",11,4.11,2007-12,1,0
user,8jPNcDBAc8IRBM7pYacYJg,"Paul",6,1.8,2013-06,0,0
user,DrPOgnV9F077zbW-bD7jdw,"R",16,3.82,2013-03,0,0
user,dDQy5Xecf96gEb60CHdQhQ,"Karen",1,5.0,2011-06,0,0
user,mTXzhmcdswg-jY_SNFLCzQ,"Amanda",9,4.11,2011-02,0,0
user,pvrQnApw4rqYFEMVJZJfwA,"Cab",3,3.0,2011-06,0,0
user,5It3iedt0cfVWf7JWcNqJA,"Fay",2,5.0,2013-11,0,0
user,9bMGrHOtxCdhankRwbrEyw,"Seen",7,4.33,2012-09,0,0
user,AwiHEgb7To5rX4VAI_YEng,"Jorge",1,1.0,2013-12,0,0
user,Pv3-8wlfRV-izYF1zxDuTQ,"Trey",16,4.0,2014-05,0,0
user,zrppFLIhvIJ3fsfWYBT2jg,"brian",1,2.0,2010-12,0,0
user,EARQJgTy4qXPCmdEasLJRw,"Cameron",16,4.12,2011-07,0,0
user,Q_9fWQlqmw5OdtQAs85BeQ,"Yaz",10,4.1,2012-03,0,0
user,aJdXUcupDxuTaMPLy4BxMA,"D",11,1.82,2014-03,0,0
user,Kki0QQafSZWdYR0kdVwE1g,"Noel",22,4.32,2010-11,1,0
user,YmgpDUXCc32iqsSpbtItjQ,"Blake",18,4.17,2010-02,1,0
user,92shKpf5F174VRyG6wRjVw,"Bryan",27,4.16,2010-11,26,0
user,SWqcLTx5vV3GUUWhALq3dQ,"John",8,3.75,2012-11,0,0
user,ac7U2NcSRZ0k9C-Xq0dZog,"Nathan",21,3.95,2008-07,1,0
user,xdygNpUOgrMFkwI0B0dJlA,"Brittney",1,4.0,2014-08,0,0
user,-0ApJbKkHEM2cJLolMnmEQ,"Dana",121,3.48,2014-01,1,2
user,Klgp5vrs2-1qXwNlIMnWWA,"debra",2,1.0,2011-08,0,0
user,ALU2vCUcDaC3iNQ-iQuFOw,"Chad",12,4.09,2013-03,0,0
user,7pDQ7qxZLpwqr7wCQjPBxA,"Sherri",1,1.0,2011-03,0,0
user,-2Bge3NOR7i5Bziu6rkqaA,"Yan",78,3.22,2011-01,0,0
user,sWw3csgg_mXheNKDbFTfmw,"Jordan",2,5.0,2014-08,0,0
user,OHz8bnJu3AkdijmMGzWZ1w,"Chris",16,4.0,2012-10,1,0
user,5Ii_YO2jsq8bF2DY0w5cKg,"Hector",2,4.0,2010-12,0,0
user,c5k30B4Pox9J6HtUhfNlTg,"Lori",2,5.0,2013-02,0,0
user,IrudjHNOmaS0gimeUOm55w,"Mlle",35,4.29,2011-06,2,0
user,ylzuFE-q5j_JM2izOuS6Lg,"Amy",1,5.0,2011-09,0,0
user,weoAG6pCsdWykQ4X6lbBbQ,"Anne",20,3.63,2010-12,0,0
user,k0ZREVy6PG0HzMlhZxpMjg,"W. Ann",2,5.0,2013-04,0,0
user,slAKqfjNLvY2aIm0tz0P1Q,"Julie",415,3.47,2007-06,49,9
user,YcRoJGKZVnfOJjwNAWSH3g,"Aidan",2,3.5,2012-12,0,0
user,bSSrVpUIzdxt3GOzJt3Cxg,"John",5,4.2,2013-03,0,0
user,CuEGGquUDcY_GJmyv9swTg,"Megan",1,1.0,2012-05,2,0
user,Dg4VDgMfKT8YTbU0O4L9lA,"Juan",30,3.65,2011-03,2,0
user,0iSnjHn-TgZWLjz3A15xYA,"Anh",2,5.0,2012-12,0,0
user,9QDA9U0kMZFc-HwZnszmsg,"Regina",6,2.33,2007-05,0,0
user,hXA-SSp0qMdohIKl8dUuWQ,"Harry",81,4.01,2010-03,1,0
user,Z5EpaYg4vma-ffFNwCx23Q,"Vashti",8,3.62,2012-10,0,0
user,-B-eam4Yydb-46kaJwEEMQ,"Susan",7,4.29,2010-05,0,0
user,RqHpwKYIo1S9upYXzq052w,"Perla",14,3.46,2014-07,0,0
user,-ZFaYdb1MqR2A3Trrk7Dmw,"David",5,3.0,2011-01,0,0
user,hIBGL2g7UXd_zTIaAK3tYg,"Mallory",3,4.0,2012-07,0,0
user,NE_rQIhXgv0jXV_IfDUj8Q,"Ashley",5,3.67,2009-03,0,0
user,IHmzTpHW_jlRJL3Wjte3WA,"Amber",1,5.0,2014-06,0,0
user,FvU1jaCEfp_UQqCDmLEAQA,"Phung",1,5.0,2014-10,0,0
user,csG9rkgSMXRpxnVDjmwSNA,"Dana",405,3.72,2009-05,13,7
user,H-KL-IkMXWTxbZIOYlSWAQ,"Danielle",9,4.56,2011-01,0,0
user,CB-mumVRFaodD1o1iT5z7Q,"Amy",1,5.0,2014-10,0,0
user,pNIUsdnPOCHPPHrgydhcLw,"Emma",1,4.0,2011-03,0,0
user,gtn2sXWnJh-Ws6m_GfmVhA,"Benjamin",3,3.0,2014-03,0,0
user,PO0eqliK8E_qLiFASdepZw,"Jason",5,1.75,2011-01,1,0
user,v_W0mPGf--uSuA5UptsQHg,"Danielle",1,5.0,2014-11,0,0
user,h0vzDJzgr8nsF9cN4rSabQ,"Alysa",5,4.6,2014-01,0,0
user,2XnHOELgMXu0TgYmgSpJ4g,"Dominique",1,5.0,2015-01,0,0
user,ZYc4QwV99m4wp9X-zXvi1w,"Kuba",1,5.0,2011-11,0,0
user,LxSd1K2uOsa4n36p28qU4g,"Savannah",6,5.0,2011-08,0,0
user,DzDRlP-H-Ve7FgCgTMwKeA,"Kevin",11,3.36,2010-12,0,0
user,rvfok9IO5S8gcVpInPPB1w,"brenda",3,5.0,2011-04,0,0
user,Bbm4WGdC3m6nus0qDvgpqg,"Hyuk",17,4.47,2013-02,1,0
user,GxrDmxV3k7s6vyQrSil4qw,"Tamara Boswell",74,4.55,2007-08,2,0
user,-0hqgiDX-1dF1rTaqJ-lpQ,"warren",4,3.5,2009-07,0,0
user,ev--r32KbIE6Z0f08SlyDw,"Dennis",4,4.0,2010-10,0,0
user,8Kww94Q_VBa-wkwkYy6F-Q,"Stuart",7,3.57,2010-03,0,0
user,SQtJAG2_I-KzaIlnDRyAXQ,"Phillip",5,3.4,2013-03,0,0
user,Otq3W2_MLeCjqL8CWOPP3A,"Olga",15,3.67,2014-05,0,0
user,KEfyXlFEkPG7GO3l63dOBg,"Diane",6,3.33,2013-08,1,0
user,2xzjyNH1aX1mSQWemmBTdQ,"Josh",5,4.8,2011-03,0,0
user,wMRuT2_IEjvqanhEuc-6Cw,"Audrey",53,4.3,2013-10,0,0
user,eHAZk9FJJAmnXN-DO3qb-A,"Selena",1,4.0,2014-01,0,0
user,dbBCJFz9_KHQzxlG1ndAxA,"Ma",1,1.0,2012-11,0,0
user,k12CvNG7LFc0uIxavu0M5w,"Latosha",7,4.33,2012-01,0,0
user,6B9wyVeVxKF-8RCr74KWHA,"Randy",1,5.0,2014-09,0,0
user,wri27AYyezZb3q1whoA0hQ,"Jeanne",2,3.0,2013-07,0,0
user,TDzT-LA2oWTIs0MOA4mT1g,"Jackson",12,4.62,2011-01,2,0
user,FKr9k1AsMiQwbVnNzM30eA,"lauren",2,5.0,2010-01,0,0
user,W0CbB9AIBzAoHzu0f9d_bA,"Brittany",9,4.56,2011-11,0,0
user,WJnqvNANLWzJzHMNv4s7cA,"Daniel",8,4.5,2012-09,1,0
user,P6aukFCSkIu7-IEkaPwo5A,"M.",13,3.0,2012-02,0,0
user,RooAxyyHr6qzJaiwMYWXag,"Meghan",15,4.0,2009-04,2,0
user,4fRipg-iNvWm0V10kfMrsQ,"Ray",4,3.5,2013-02,0,0
user,x3h2E0Hl5vL_dmh_4zDOxQ,"Michael",1,2.0,2013-06,0,0
user,F5Pehcc2qVpoMWr83ri8yg,"Jason",5,4.2,2011-10,0,0
user,x6kkDFev-Qa8nMNzjtxP3A,"Robert",21,3.29,2011-03,0,0
user,rz8tAFUqPM3tdfDwROLb3Q,"Krista",7,2.29,2010-09,0,0
user,-QIHDy8hhUDxXFrKv_Cefg,"Shayla",1,3.0,2013-10,0,0
user,IEZTZQP0GS3lHEmnc1CK4g,"S",82,4.33,2008-06,1,0
user,gI38faIzzfVFL1Mrp3agYg,"Krystle",200,3.74,2009-11,12,4
user,b46r7lyuT240IWD9IQ5rLw,"Mat",7,4.43,2010-02,1,0
user,rznfwtSqug6we8kN6R_IHw,"Elaine",17,3.59,2011-01,0,0
user,3lVIyTY5ipSYOrXgj9_yaA,"Peter",4,4.0,2013-03,0,0
user,_Vlr3myVs4MK2rvTOwrxgg,"Rob",54,4.21,2012-03,1,0
user,c5MDwut8ojfoeAkD__UpSA,"Martin",101,3.69,2009-03,1,0
user,ZbEz8Dng4OuqiWaBv2rmNw,"Y.J",12,3.17,2008-07,0,0
user,OM92Z-2eV_UbFoe7kpKtlQ,"Joshua",4,3.67,2010-01,0,0
user,ZoZrCAuBrmMyIkbavU77TQ,"M",2,2.5,2013-12,0,0
user,UO4E1ep3ssJWn4j2i3W66Q,"Dave",5,2.6,2012-08,1,0
user,Hv-Ih-bpXqkmn7eTBwbnrg,"Jana",17,4.44,2013-08,0,0
user,E-OSuCFkoMGkihDaJnHdGw,"Matthew",39,3.49,2009-12,2,0
user,TGLJeof7KeL-x_1S6UA9HA,"Roger",2,5.0,2014-10,0,0
user,IbkGhCPrTv_JfLzbB7-DDA,"Jessica",2,3.0,2013-08,0,0
user,4Tfkh3Lc_I7hYb39LAO8AQ,"Art",2,4.0,2009-10,0,0
user,geIuGBQYhO8-N7zo-Uq2kA,"Sherianne",50,4.28,2007-07,2,0
user,eCQMi98M7FNCH4By9F7MnA,"Laren",1,1.0,2013-04,0,0
user,nl1k3dyIzvuwy3UpKd9rOA,"Ramon",1,3.0,2013-04,0,0
user,P9DCaUS-J8Rx6_wrum4DTQ,"J.",1,2.0,2012-10,0,0
user,9CeuK1pfUn6fRgl3pLVubQ,"Kevin",2,3.0,2013-03,0,0
user,tmy1GkZROIv2Fktssa1TZA,"Dan",6,2.17,2011-01,0,0
user,-FXbCvz91fRGrOu2IWs-ng,"Bree",2,5.0,2012-07,0,0
user,-dpEwhUbA1xbzGa1WFY5zQ,"Ky",15,3.8,2007-12,1,0
user,tpixxgTeK1fkV4znEvsNoA,"Erin",194,3.35,2008-07,28,4
user,CZ8oMEZ_ir6PZsy8_M3eTA,"Layna",79,4.01,2011-06,0,3
user,9tqb-3kIORsNvevMD_l5TA,"Joe",35,3.8,2010-06,0,0
user,5O_51al5VYsjkzGU8AQecQ,"Natasha",12,4.31,2012-12,1,0
user,REmuWjVtO5tRMp7HVslggw,"Frank",9,4.0,2008-01,0,0
user,3DoHVX8scFnq34f6WHQTPA,"Joe",2,3.0,2014-05,0,0
user,I_ewWoOeCnlm7kwNTG9VBQ,"Nhan",1,5.0,2012-04,0,0
user,EvM5jc-TI2s8SobWs9eM7Q,"Charles",10,3.7,2012-11,0,0
user,_mmeN93OsRhD3vsrpFUYpw,"D",19,3.05,2008-07,0,0
user,UJibDbEKuxCS2oJwYECNBg,"Renee",2,5.0,2012-08,0,0
user,dawj_uM83MULbkuEBDpuaw,"Linda",382,3.79,2009-07,15,6
user,gYuAITftX0i47X5biCF3Pw,"Ashley",80,3.48,2012-01,1,0
user,WDBBYQUKrgKGzRgURhFbuA,"J",27,4.26,2011-11,0,0
user,EI6U3YUpjMP2XWwQ7L40Ig,"Melissa",77,3.6,2014-03,7,2
user,ZAlD5yAwEDOHRx91VDlr5g,"Helen",42,3.81,2010-08,0,0
user,sfNW3SPkkmJOICJ2dHEmNA,"Lily",5,3.0,2011-05,0,0
user,E65jrYK5y0yNsxxfxppSKQ,"Antonia",6,4.17,2013-08,0,0
user,kq3cSv9Doaez68ke2dw2Ig,"sunee",41,3.79,2008-10,6,0
user,q7KR5ieEhZ2lrTZcscGAkQ,"Hugo",5,4.2,2012-10,0,0
user,klpogkHSOl4MGiVdH_0Myg,"C",4,4.67,2013-06,0,0
user,T9_HmudN9nGfjvPp8b6j4w,"Alicia",3,3.33,2013-11,0,0
user,Wuy1JX5I4Stdeg4nNawggg,"Jessica",11,2.89,2009-07,0,0
user,PJKOLtLjDpt9ETrJAPb-YQ,"Jill",177,3.27,2008-06,13,3
user,fFzCK8YdUPOYYyL1V4YhMQ,"Kirt",28,4.0,2010-08,0,0
user,iDRcTxhdjuiVldFPf6Ok_Q,"Terence",1,5.0,2010-07,0,0
user,f6q_pSwkHMNbRusrX5Pkfg,"Ann",34,3.22,2008-09,2,0
user,meByhWtFAJv9odxzTLHL3A,"Teresa",1,5.0,2012-03,0,0
user,RNAgPKbiKBD1pf2XSHZ6Zg,"Florian",1,5.0,2014-04,0,0
user,rZcfD1aTmxWmF7_C0hQnzQ,"Amed",3,5.0,2014-01,0,0
user,v4odxk8dX1RJ9daWtrQ40Q,"Dina",23,3.12,2008-11,0,0
user,Mm5Jhyc4qLk4xPUxmJwCVw,"Tiffany",9,4.14,2012-02,0,0
user,GG9FC1gdG8lNCAIzC7ZfYw,"Christiana",8,3.0,2011-06,0,0
user,5YbWXqEMpm-eUmPMAyj-ng,"Jen",72,3.46,2010-03,0,0
user,YIebfq5a1EtD2SxSb-SUXg,"John",1,1.0,2012-08,0,0
user,J5mToK_ELrmT1Dwfi75WcA,"Mandy",4,4.0,2011-09,0,0
user,lmQs8PmkAQwiKYvSYfXP-Q,"Jessica",2,4.5,2014-02,0,0
user,7ZO7mwIfEq7zjzxPKoWDuQ,"Kristi",4,5.0,2010-08,0,0
user,LiCqRYwFRwbgJjQRz0y8pA,"Candy",14,1.79,2012-09,0,0
user,wDPN-DTpsLqQLqwlar3CEg,"Melissa",242,3.73,2007-08,5,5
user,WqEeU0KGw5dU9qz5HlfaIQ,"Jack",2,1.0,2011-11,0,0
user,z_4M5qJDhrSFW5FNttduMg,"Jenny",9,3.4,2012-08,0,0
user,fomdkR9sg3l_MbLgN-9vQQ,"Chris",3,3.67,2012-01,0,0
user,v9zCCkvZ224dJ6529Ers7w,"Alex",11,3.91,2009-08,1,0
user,lion0rlbaqhg4Yh4ogoztQ,"Ken",3,2.0,2013-06,0,0
user,WJQp0HmIW0lgA5Sowx3Xjw,"Heather",238,4.14,2006-10,42,2
user,AWs2qigfNVT_nBIOZnknyA,"Dale",4,4.5,2009-03,0,0
user,IFKNIFxx-TZ2Rc0xjvaE-Q,"Wendy",107,4.01,2012-11,6,3
user,jQ9RSmdCT68cqtNqSsWg7A,"Jason",25,3.92,2009-10,0,0
user,ao7aKhV3qKdjoN1b8cuMzA,"S. K.",2,4.0,2013-07,0,0
user,RI2LvuPQI7koDpIRbfePtA,"Ruben",33,3.79,2013-01,0,0
user,EGfqCH6jsp3pzobEfXBP8Q,"Lauren",2,2.0,2011-11,0,0
user,12MQxv0Wh4zxh0YuIU2MLw,"Neil",3,5.0,2014-12,0,0
user,eypgeHimpdQndv9Oper3aA,"Michelle",6,3.0,2010-10,0,0
user,lo7y8VqFVR-Zvo4UomyuoA,"Michael",33,3.94,2014-03,1,0
user,yGoSZPgyksktcURBOlD2FQ,"Jake",1,5.0,2014-10,0,0
user,iMmlhd2JZs5SYqvfICvnsw,"Jamie",233,3.58,2010-12,9,0
user,Y6iqkA1iqGwqcosiWic-mA,"M.A",59,3.52,2012-06,1,0
user,ihb7SjHK0oAJLR1mwHU16g,"Teresa",7,3.71,2012-07,0,0
user,0Kpk4M8Qy5881ybn5UEP_Q,"Caroline",5,2.25,2010-08,0,0
user,C0AU7c2xJq8inYxpVaghWw,"Lisa",6,4.33,2010-07,0,0
user,yS4nL0JD60aSEdlsvqxrRw,"Gretchen",4,5.0,2013-03,0,0
user,OqUIaLk4FudzDLkVN0O7qg,"Helder",4,5.0,2013-01,1,0
user,2PpS3ae7_HRPcERnZWEMyQ,"Tammy",9,4.11,2007-11,0,0
user,ZCXN4VIK0ZQx06rnQgCfMg,"Cindy",16,3.94,2007-05,1,0
user,UPzLnprPnqa_oCoci8DWTQ,"Rob",2,1.5,2013-11,0,0
user,nYLfOv_l3qJ6auvxx45h4Q,"Rita",1,1.0,2012-03,0,0
user,QbOiu_3P3K1tt9r4_PkfwQ,"Mike",9,2.75,2011-05,0,0
user,uL4SZeFrKxiQtOb3R332zA,"Jake",4,4.67,2012-10,0,0
user,LnVq4Vhn_Icv_cM5D6rXaw,"Chrissie",6,2.2,2012-06,0,0
user,h-9mVS0-yia2z9U7TQWCyA,"Tavya",1,1.0,2014-01,0,0
user,DE8AT__3qu0ABUcpttSV9w,"Sabrina",15,4.44,2010-04,1,0
user,w5hrJmNcZ2gIR9f6OMz_PQ,"Angie",12,3.5,2011-06,0,0
user,UOxitJ5W84zsnrK6sP9nAQ,"Jon",38,3.73,2010-10,0,0
user,J3uFT_lJThSOhRea1Fp6Cw,"Florie",2,5.0,2014-04,0,0
user,KIzEccDhxzkRGlf-giFi4A,"Rachel",8,3.5,2011-04,0,0
user,Uc36P8ratGTiJ_PRPs7KqQ,"Keith",150,3.58,2010-01,1,0
user,zzaZ12qPD__M0-6TEf-hyQ,"Rufus",2,5.0,2013-10,0,0
user,GnebzydVWUtuLPz4V340fw,"Michelle",2,4.0,2012-07,0,0
user,RYezbqoVy5JRgTq63UudfA,"maryann",2,3.0,2008-12,0,0
user,CSIrD7eKjG_NnvAsj7ucHQ,"Matt",7,3.86,2011-02,0,0
user,g2jnMatPdr7_v9dSLeeRPA,"Emilie",18,3.89,2008-09,0,0
user,C91x2ys6uG4OB_Ts6PKzzQ,"David",7,3.17,2011-07,0,0
user,ISWx_X76dtgjpqbjVWRKIQ,"Natalie",1,5.0,2013-11,0,0
user,Lg7WvaLl6K6VpZncWjyptg,"Bradley",39,3.98,2012-04,0,0
user,oztkJcxjdCvu44Pa_Q5L_g,"Michael",23,3.57,2012-11,1,0
user,dwjlIQQ98zV53TzaJA6bcQ,"AL",1,1.0,2011-09,0,0
user,yQh6FoEJ1S8wZRrQQVM4BA,"Hungry",4,3.0,2012-06,0,0
user,l7_V5l8INbhc6HpWpKNepw,"Justine",2,3.0,2011-07,1,0
user,FgnlPiBYKsgfDblrGGy9Yw,"Breanna",7,4.57,2014-05,0,0
user,HqiuAJs3_3PRx1ke6RyNfw,"robert",19,3.74,2010-05,0,0
user,7ExTmSsvYX8A8RfhdAPFBQ,"Tony",1,5.0,2013-08,0,0
user,UpA4RxTZY3I-QhJ3ByBpPw,"Bryanna",1,5.0,2011-07,0,0
user,4cuY5IkbUmVvVD4MiPymYA,"Mark",45,3.51,2012-06,1,0
user,7dSjJjbNT0ag8gfIPSdvjw,"l",29,4.44,2010-10,1,0
user,A4KelmEd7wQVhQyVnLokWQ,"Ryan",2,1.5,2013-07,0,0
user,W2uzZzI2c2ur1upZdldmUQ,"Lita",3,5.0,2013-07,1,0
user,yefMRMXj1CGFY9bYAFRR5w,"KP",2,4.5,2011-11,0,0
user,nlBV2loh--YIxbWmp87l8A,"Monica",355,3.47,2008-06,12,0
user,Z6VRVAEvVgo6O1E6fTBFrQ,"Ijeoma",4,2.0,2011-05,0,0
user,WksZH5q8_mgL3yCx-CZdFw,"Maria Cristina",94,3.92,2007-07,3,0
user,uthuz-H1WQgKzN_xt-4RIA,"N",11,3.3,2010-08,0,0
user,d1HfGB5dRHucHYqAaa8v_g,"Clarence",5,4.0,2014-11,0,0
user,53iprpCz4JZRSbb1fSrv1g,"Rosanna",1,4.0,2010-08,0,0
user,0ep_h1pTHU01xRvTvcuHEA,"Brittney",7,3.86,2013-08,0,0
user,pLN8uC2a4LJVwN9XOTEpEw,"Cris-ann",57,3.93,2014-06,2,2
user,3LHkHjGH4PIeTk7tQr7tPA,"Jason",1,1.0,2014-01,0,0
user,_7wzMjsqkujLHZRosKT_kQ,"Nicole",314,4.05,2007-12,75,6
user,G6Wi6OF7S8J8cXjuL11Y-Q,"Israel",2,3.0,2010-09,0,0
user,4xDnAx8ev_ivrIR-Fwy-pg,"M.",8,3.75,2010-06,0,0
user,eS80JGPhdvLydxFeVDhebA,"Jeannie",308,3.52,2011-06,3,5
user,8Fhyi6U9-3OZC0j8DY3TPQ,"C J",41,3.77,2011-01,0,0
user,wiCNhQ-VULrhwMPBffQOLw,"Karyn",3,3.67,2014-07,0,0
user,kcbKBbu2ifawMDx15KlQjg,"Dawn",151,4.2,2011-02,17,4
user,rZxviNl_FBiADkD9l1ZibQ,"Mitch",1,5.0,2011-07,0,0
user,Zc4vHIkZFLmY5QipZMaGlQ,"Keith",7,4.0,2013-03,0,0
user,1YDSbx7ctcEvC3ftrLhM5A,"Wendy",8,3.0,2013-03,0,0
user,HItmmL6bYTPQubcMlraFkg,"Eric",20,3.95,2008-06,0,0
user,dO4ISVbGhXATwpalGTU4QQ,"Varant",137,4.41,2011-02,7,0
user,Gi9pzeQK5aC_Y_JlMl23RQ,"Micky",9,2.62,2013-01,0,0
user,jZ2xnboirGl5xeh18jahJg,"Oweness",37,3.05,2010-04,0,0
user,2FhILjUt2huS_lJFE2kt8g,"C",1,5.0,2014-08,0,0
user,YeaVkicx1VTqH3_cS59j1g,"Linda",110,3.45,2012-08,1,0
user,dIN6Zs1oI6rkpBvQQWsXqA,"Danielle",1,2.0,2014-02,0,0
user,7A0wT6NbrPiLb3NGcDIcKA,"Rodrigo",6,4.33,2014-05,0,0
user,f-ja5tuY16W987LTs8Wp5g,"Naamah",51,3.96,2010-10,1,0
user,VHaRewN3kUJEhtDrmSOMEg,"Daroki",137,2.99,2010-12,3,0
user,kpnTEkv7glzzGnTCobGEEg,"H",19,2.95,2011-02,0,0
user,IdWbqNoPCVNWCjZ3spvwLg,"Joe",1,2.0,2010-02,0,0
user,XSe5178PsECjrRJf3MR8Zw,"J",2,1.0,2014-02,0,0
user,ULWlANZBaXWmVgSAQmPTCQ,"Greg",2,5.0,2011-11,0,0
user,lESrKk1SGFhLzk96VD2tTg,"Nicholle",13,3.69,2008-05,2,0
user,_drSpAy_n8AS09p_In0z0Q,"Ezra",178,3.66,2010-01,2,0
user,FSmulR3l8XsBSmW8xFK8ng,"Annie",14,3.36,2011-02,0,0
user,0MyTXO4solGP5WLf2biTqg,"Jason",3,5.0,2014-09,0,0
user,ia6WpIrG87ZO5tAcps80GQ,"Stacy",4,5.0,2013-01,0,0
user,oFq-b1tA1BbzW7KwLD_Hcg,"Manny",3,3.33,2010-08,0,0
user,QLgtRQu9t94eCRQ5mnfJag,"Isa",2,3.0,2012-07,0,0
user,kOQguzruPybdWOBYZWOF9w,"Donny",133,3.4,2009-02,3,0
user,0GQa_nRebumQwIwifNXN8A,"Ron",2,3.0,2011-09,0,0
user,kTjHoTUfL5MYTa9URoBpPw,"Charles",1,5.0,2013-09,0,0
user,2tnXWOwn-QFVETsak2J5vg,"Jasmel",9,4.38,2013-08,0,0
user,NSNRF9kmn_g-y57RpYuWrA,"Jason",54,3.91,2010-01,0,0
user,_nVpYxfiNxrXLoV6LMMyqA,"Elizabeth",1,5.0,2012-02,0,0
user,VV7ULIm5sWesT0pDp4ssIA,"Ana",20,4.3,2011-05,0,0
user,fUgcO-9G7DrvUrqCbVbZ6g,"Eric",77,3.53,2010-07,1,0
user,AiAOpaNyngztr0THnJIUpA,"Stephanie",2,5.0,2012-11,0,0
user,gtMaE353G5bDHQMz2ep8Pw,"Julia",8,4.25,2014-07,0,0
user,XY6Y9k1wURnRVYcqD2OsxQ,"Sherrie",2,5.0,2010-04,0,0
user,Xf8VT0qPp22C7_KU0qov9g,"Tracy",11,3.91,2010-05,0,0
user,YUVoPiyLs_5jRSgYZaPcnQ,"Mike",10,3.45,2013-06,6,0
user,DZFlXya0-qZmDxCVV82Lzw,"Jennifer",1,5.0,2013-03,0,0
user,iXGC38DrP7C243O-MHNYBw,"Cassy",7,4.29,2012-10,0,0
user,7DX5ziPexMWF74-bV_rwvQ,"Greg",2,4.0,2010-11,0,0
user,1neqma_yYq3rdWFMRyHGBQ,"Herald",1,5.0,2014-08,0,0
user,l5JQrxKDkbC4ZW5gFVUfag,"Juan",7,2.86,2010-07,0,0
user,F8MIgcGzop_Mv0gFYJc4fA,"Debbie",91,3.34,2010-10,0,0
user,qZRzMsdDE-bJK4sRbfHRLQ,"Yvonne",6,4.57,2012-10,1,0
user,UmPAhKz7NZyHRdWqYgZHzA,"Lee",8,3.25,2013-06,0,0
user,hwc6JBQR0-fqWMFqtIi-LQ,"Bob",75,3.37,2013-07,1,0
user,f8iZavCK-vEexBPlsFIqCA,"The Cheeky",9,3.11,2010-11,0,0
user,rLyiwu_DiKVV5mXb6VwPxw,"Hector",13,3.5,2011-07,0,0
user,SxwcaIj9wLUlYfk7uCbBpg,"Peter",1,5.0,2014-10,0,0
user,F5CyBVtWmIALYTnZ_DSbHg,"RICK",5,3.2,2009-06,0,0
user,Npws8JSvATvz4XciSaNkNw,"sean",31,3.97,2010-05,0,0
user,y3evF9U7cckQsQnIxAb7Pw,"Scott",1,5.0,2013-10,0,0
user,qouTWUDRyDFToETn8B2zag,"David",1,5.0,2011-04,0,0
user,EZQmVWb1Bb1QSDyGAjhMMg,"Shawn",9,4.57,2013-08,0,0
user,axwDuztB5U6v5T8CKEly8Q,"Josephine",240,3.5,2011-06,8,4
user,88VUfjknvrSl40UxL7iS3g,"Nolando",306,3.49,2007-04,11,1
user,428PIf8C6V6QTl8JD_EqCQ,"Michael",78,4.95,2014-01,0,0
user,-XKYeGkaJOPzzAS6_rrQmg,"Adele",15,5.0,2010-08,1,0
user,YvX1qIIkBHEdrgHjRiInGA,"Charo",20,3.26,2009-05,2,0
user,88tv_f9mhgP9twInd72PoQ,"Lola",2,3.0,2012-10,0,0
user,0aBmqK2R3Xrna4e5inL5_w,"Erica",4,5.0,2012-11,0,0
user,UQ7HSUx_Zxje1MSAeZ8eAw,"Patricia",16,3.62,2013-08,0,0
user,dH_kbN9mSFxD66wJOKoEng,"Rudulf",11,3.33,2010-04,3,0
user,N1YCsdpF3QYIwS_afot1yw,"Courtney",155,3.3,2011-01,5,1
user,O4VqoyRlZ4jcEaWWXx-sag,"Brent",14,4.36,2011-02,0,0
user,GI7QmqUVWONkwzl9jfZruw,"DJ",65,3.99,2009-08,3,0
user,5c0qTgmiKkAHF-J4yKZDVQ,"Marlene",14,4.93,2010-10,0,0
user,G5QrvF0BPW6hWBblwLIe-g,"Jacki",1,5.0,2010-07,0,0
user,gio0iLKj5InoTh91NrsESQ,"Norman",3,2.67,2014-10,0,0
user,BgIwh2bSkovgIxn0KCkM1A,"Jennie",154,3.88,2009-04,0,0
user,rYMf7ZAxhbuYxRb131RvTA,"Anna",5,4.25,2014-12,0,0
user,7vu05NF9xEIQaFXf6g6h9Q,"Meg",1,5.0,2014-08,0,0
user,FzwBXDBoi9iX-SdwcbYwag,"Corey",474,4.04,2010-01,20,1
user,MhM7jOFSUWPH9X2dtbS26w,"David",7,5.0,2012-09,0,0
user,BUvBOXEal6NFlHEKvWHqTg,"Hisham",18,4.11,2010-12,0,0
user,qdh3xEWuMEmzbhWs62LFeg,"Jane",8,3.62,2013-08,0,0
user,670M43XcJP9m2TI5bw2buw,"Esther",28,3.14,2013-07,1,0
user,Oj57c87VRI18NssHQWvwxw,"Jessica",6,3.83,2012-04,0,0
user,VDEcdH6o8IjtfWv7R5khaA,"Katelyn",19,4.16,2010-10,0,0
user,CJ51wR0u4tUgv1GQ4xf44g,"David",6,3.5,2011-05,0,0
