record_type,business_id,name,full_address,city,state,open,day,opens,closes
open-hours,R8AgqxryV5iLk45lvIPozQ,"Qdoba Mexican Grill","3712 Forbes Ave Oakland Pittsburgh, PA 15213",Pittsburgh,PA,True,Saturday,11:00,00:00
open-hours,lfmvmL6iHq9-IDABLeNsuw,"Rose. Rabbit. Lie.","3708 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Tuesday,17:30,01:00
open-hours,lfmvmL6iHq9-IDABLeNsuw,"Rose. Rabbit. Lie.","3708 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Friday,17:30,01:00
open-hours,lfmvmL6iHq9-IDABLeNsuw,"Rose. Rabbit. Lie.","3708 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Wednesday,17:30,01:00
open-hours,lfmvmL6iHq9-IDABLeNsuw,"Rose. Rabbit. Lie.","3708 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Thursday,17:30,01:00
open-hours,lfmvmL6iHq9-IDABLeNsuw,"Rose. Rabbit. Lie.","3708 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Sunday,18:00,04:00
open-hours,lfmvmL6iHq9-IDABLeNsuw,"Rose. Rabbit. Lie.","3708 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Saturday,17:30,01:00
open-hours,aUb1ulqB4B1y6kQuqRV3cg,"Szechuan Express","125 Oakland Ave Oakland Pittsburgh, PA 15213",Pittsburgh,PA,True,Monday,10:30,22:00
open-hours,aUb1ulqB4B1y6kQuqRV3cg,"Szechuan Express","125 Oakland Ave Oakland Pittsburgh, PA 15213",Pittsburgh,PA,True,Tuesday,10:30,22:00
open-hours,aUb1ulqB4B1y6kQuqRV3cg,"Szechuan Express","125 Oakland Ave Oakland Pittsburgh, PA 15213",Pittsburgh,PA,True,Friday,10:30,22:00
open-hours,aUb1ulqB4B1y6kQuqRV3cg,"Szechuan Express","125 Oakland Ave Oakland Pittsburgh, PA 15213",Pittsburgh,PA,True,Wednesday,10:30,22:00
open-hours,aUb1ulqB4B1y6kQuqRV3cg,"Szechuan Express","125 Oakland Ave Oakland Pittsburgh, PA 15213",Pittsburgh,PA,True,Thursday,10:30,22:00
open-hours,aUb1ulqB4B1y6kQuqRV3cg,"Szechuan Express","125 Oakland Ave Oakland Pittsburgh, PA 15213",Pittsburgh,PA,True,Sunday,11:30,21:30
open-hours,aUb1ulqB4B1y6kQuqRV3cg,"Szechuan Express","125 Oakland Ave Oakland Pittsburgh, PA 15213",Pittsburgh,PA,True,Saturday,11:00,22:00
open-hours,vOhmb9U7akdVrJ0pOHonjQ,"Kung Fu Tea","58 Haymarket Terrace West End Edinburgh EH12 5LA",Edinburgh,EDH,True,Monday,10:00,18:00
open-hours,vOhmb9U7akdVrJ0pOHonjQ,"Kung Fu Tea","58 Haymarket Terrace West End Edinburgh EH12 5LA",Edinburgh,EDH,True,Tuesday,10:00,18:00
open-hours,vOhmb9U7akdVrJ0pOHonjQ,"Kung Fu Tea","58 Haymarket Terrace West End Edinburgh EH12 5LA",Edinburgh,EDH,True,Friday,10:00,18:00
open-hours,vOhmb9U7akdVrJ0pOHonjQ,"Kung Fu Tea","58 Haymarket Terrace West End Edinburgh EH12 5LA",Edinburgh,EDH,True,Wednesday,10:00,18:00
open-hours,vOhmb9U7akdVrJ0pOHonjQ,"Kung Fu Tea","58 Haymarket Terrace West End Edinburgh EH12 5LA",Edinburgh,EDH,True,Thursday,10:00,18:00
open-hours,vOhmb9U7akdVrJ0pOHonjQ,"Kung Fu Tea","58 Haymarket Terrace West End Edinburgh EH12 5LA",Edinburgh,EDH,True,Sunday,11:00,16:00
open-hours,vOhmb9U7akdVrJ0pOHonjQ,"Kung Fu Tea","58 Haymarket Terrace West End Edinburgh EH12 5LA",Edinburgh,EDH,True,Saturday,10:00,18:00
open-hours,qHjUo2foq-IXF6Tk1Iz3WQ,"Carlos O'Briens","7111 E Bell Rd Scottsdale, AZ 85254",Scottsdale,AZ,True,Monday,11:00,23:00
open-hours,qHjUo2foq-IXF6Tk1Iz3WQ,"Carlos O'Briens","7111 E Bell Rd Scottsdale, AZ 85254",Scottsdale,AZ,True,Tuesday,11:00,23:00
open-hours,qHjUo2foq-IXF6Tk1Iz3WQ,"Carlos O'Briens","7111 E Bell Rd Scottsdale, AZ 85254",Scottsdale,AZ,True,Friday,11:00,00:00
open-hours,qHjUo2foq-IXF6Tk1Iz3WQ,"Carlos O'Briens","7111 E Bell Rd Scottsdale, AZ 85254",Scottsdale,AZ,True,Wednesday,11:00,23:00
open-hours,qHjUo2foq-IXF6Tk1Iz3WQ,"Carlos O'Briens","7111 E Bell Rd Scottsdale, AZ 85254",Scottsdale,AZ,True,Thursday,11:00,23:00
open-hours,qHjUo2foq-IXF6Tk1Iz3WQ,"Carlos O'Briens","7111 E Bell Rd Scottsdale, AZ 85254",Scottsdale,AZ,True,Sunday,11:00,23:00
open-hours,qHjUo2foq-IXF6Tk1Iz3WQ,"Carlos O'Briens","7111 E Bell Rd Scottsdale, AZ 85254",Scottsdale,AZ,True,Saturday,11:00,00:00
open-hours,2uHqDtzydFsSegyG2A29vQ,"Nicolle Aileen Salon","8975 W Charleston Blvd Ste 120 Westside Las Vegas, NV 89117",Las Vegas,NV,True,Monday,12:00,17:00
open-hours,2uHqDtzydFsSegyG2A29vQ,"Nicolle Aileen Salon","8975 W Charleston Blvd Ste 120 Westside Las Vegas, NV 89117",Las Vegas,NV,True,Tuesday,08:00,21:00
open-hours,2uHqDtzydFsSegyG2A29vQ,"Nicolle Aileen Salon","8975 W Charleston Blvd Ste 120 Westside Las Vegas, NV 89117",Las Vegas,NV,True,Friday,07:00,03:00
open-hours,2uHqDtzydFsSegyG2A29vQ,"Nicolle Aileen Salon","8975 W Charleston Blvd Ste 120 Westside Las Vegas, NV 89117",Las Vegas,NV,True,Wednesday,08:00,21:00
open-hours,2uHqDtzydFsSegyG2A29vQ,"Nicolle Aileen Salon","8975 W Charleston Blvd Ste 120 Westside Las Vegas, NV 89117",Las Vegas,NV,True,Thursday,08:00,21:00
open-hours,2uHqDtzydFsSegyG2A29vQ,"Nicolle Aileen Salon","8975 W Charleston Blvd Ste 120 Westside Las Vegas, NV 89117",Las Vegas,NV,True,Sunday,07:00,03:00
open-hours,2uHqDtzydFsSegyG2A29vQ,"Nicolle Aileen Salon","8975 W Charleston Blvd Ste 120 Westside Las Vegas, NV 89117",Las Vegas,NV,True,Saturday,07:00,03:00
open-hours,dGcVT0WGenhh8Np76ta6AA,"Cracker Barrel Old Country Store","5022 E Chandler Blvd Phoenix, AZ 85048",Phoenix,AZ,True,Monday,06:00,22:00
open-hours,dGcVT0WGenhh8Np76ta6AA,"Cracker Barrel Old Country Store","5022 E Chandler Blvd Phoenix, AZ 85048",Phoenix,AZ,True,Tuesday,06:00,22:00
open-hours,dGcVT0WGenhh8Np76ta6AA,"Cracker Barrel Old Country Store","5022 E Chandler Blvd Phoenix, AZ 85048",Phoenix,AZ,True,Friday,06:00,23:00
open-hours,dGcVT0WGenhh8Np76ta6AA,"Cracker Barrel Old Country Store","5022 E Chandler Blvd Phoenix, AZ 85048",Phoenix,AZ,True,Wednesday,06:00,22:00
open-hours,dGcVT0WGenhh8Np76ta6AA,"Cracker Barrel Old Country Store","5022 E Chandler Blvd Phoenix, AZ 85048",Phoenix,AZ,True,Thursday,06:00,22:00
open-hours,dGcVT0WGenhh8Np76ta6AA,"Cracker Barrel Old Country Store","5022 E Chandler Blvd Phoenix, AZ 85048",Phoenix,AZ,True,Sunday,06:00,21:00
open-hours,dGcVT0WGenhh8Np76ta6AA,"Cracker Barrel Old Country Store","5022 E Chandler Blvd Phoenix, AZ 85048",Phoenix,AZ,True,Saturday,06:00,23:00
open-hours,evUT81j1hZTA8ZNNlclqxw,"Ben & Jerry's","936 Penn Ave Downtown Pittsburgh, PA 15222",Pittsburgh,PA,True,Monday,11:00,21:00
open-hours,evUT81j1hZTA8ZNNlclqxw,"Ben & Jerry's","936 Penn Ave Downtown Pittsburgh, PA 15222",Pittsburgh,PA,True,Tuesday,11:00,21:00
open-hours,evUT81j1hZTA8ZNNlclqxw,"Ben & Jerry's","936 Penn Ave Downtown Pittsburgh, PA 15222",Pittsburgh,PA,True,Friday,11:00,22:00
open-hours,evUT81j1hZTA8ZNNlclqxw,"Ben & Jerry's","936 Penn Ave Downtown Pittsburgh, PA 15222",Pittsburgh,PA,True,Wednesday,11:00,21:00
open-hours,evUT81j1hZTA8ZNNlclqxw,"Ben & Jerry's","936 Penn Ave Downtown Pittsburgh, PA 15222",Pittsburgh,PA,True,Thursday,11:00,21:00
open-hours,evUT81j1hZTA8ZNNlclqxw,"Ben & Jerry's","936 Penn Ave Downtown Pittsburgh, PA 15222",Pittsburgh,PA,True,Sunday,12:00,20:00
open-hours,evUT81j1hZTA8ZNNlclqxw,"Ben & Jerry's","936 Penn Ave Downtown Pittsburgh, PA 15222",Pittsburgh,PA,True,Saturday,12:00,22:00
open-hours,K1wlA6Nx0y4WWVN938Rhog,"Peffermill Playing Fields","42 Peffermill Road Edinburgh EH16 5LL",Edinburgh,EDH,True,Thursday,09:00,12:30
open-hours,K1wlA6Nx0y4WWVN938Rhog,"Peffermill Playing Fields","42 Peffermill Road Edinburgh EH16 5LL",Edinburgh,EDH,True,Tuesday,09:00,12:30
open-hours,K1wlA6Nx0y4WWVN938Rhog,"Peffermill Playing Fields","42 Peffermill Road Edinburgh EH16 5LL",Edinburgh,EDH,True,Friday,09:00,16:00
open-hours,K1wlA6Nx0y4WWVN938Rhog,"Peffermill Playing Fields","42 Peffermill Road Edinburgh EH16 5LL",Edinburgh,EDH,True,Wednesday,09:00,16:00
open-hours,K1wlA6Nx0y4WWVN938Rhog,"Peffermill Playing Fields","42 Peffermill Road Edinburgh EH16 5LL",Edinburgh,EDH,True,Monday,09:00,16:00
open-hours,re-Dr0onktas--y5Q1cYOQ,"Curious Nature","610 E Roosevelt St Unit 137 Phoenix, AZ 85004",Phoenix,AZ,True,Tuesday,12:00,19:00
open-hours,re-Dr0onktas--y5Q1cYOQ,"Curious Nature","610 E Roosevelt St Unit 137 Phoenix, AZ 85004",Phoenix,AZ,True,Friday,12:00,19:00
open-hours,re-Dr0onktas--y5Q1cYOQ,"Curious Nature","610 E Roosevelt St Unit 137 Phoenix, AZ 85004",Phoenix,AZ,True,Wednesday,12:00,19:00
open-hours,re-Dr0onktas--y5Q1cYOQ,"Curious Nature","610 E Roosevelt St Unit 137 Phoenix, AZ 85004",Phoenix,AZ,True,Thursday,12:00,19:00
open-hours,re-Dr0onktas--y5Q1cYOQ,"Curious Nature","610 E Roosevelt St Unit 137 Phoenix, AZ 85004",Phoenix,AZ,True,Saturday,12:00,19:00
open-hours,58G5uy89YPe7sIJa7Ze99g,"Budget Car Rental","7135 Gilespie St Southeast Las Vegas, NV 89119",Las Vegas,NV,True,Monday,00:00,00:00
open-hours,58G5uy89YPe7sIJa7Ze99g,"Budget Car Rental","7135 Gilespie St Southeast Las Vegas, NV 89119",Las Vegas,NV,True,Tuesday,00:00,00:00
open-hours,58G5uy89YPe7sIJa7Ze99g,"Budget Car Rental","7135 Gilespie St Southeast Las Vegas, NV 89119",Las Vegas,NV,True,Friday,00:00,00:00
open-hours,58G5uy89YPe7sIJa7Ze99g,"Budget Car Rental","7135 Gilespie St Southeast Las Vegas, NV 89119",Las Vegas,NV,True,Wednesday,00:00,00:00
open-hours,58G5uy89YPe7sIJa7Ze99g,"Budget Car Rental","7135 Gilespie St Southeast Las Vegas, NV 89119",Las Vegas,NV,True,Thursday,00:00,00:00
open-hours,58G5uy89YPe7sIJa7Ze99g,"Budget Car Rental","7135 Gilespie St Southeast Las Vegas, NV 89119",Las Vegas,NV,True,Sunday,00:00,00:00
open-hours,58G5uy89YPe7sIJa7Ze99g,"Budget Car Rental","7135 Gilespie St Southeast Las Vegas, NV 89119",Las Vegas,NV,True,Saturday,00:00,00:00
open-hours,1h1_Q9wL5NzJkwdHRDPq9Q,"Capital City Transfer","204 Industrial Dr Verona, WI 53593",Verona,WI,True,Thursday,08:00,17:00
open-hours,1h1_Q9wL5NzJkwdHRDPq9Q,"Capital City Transfer","204 Industrial Dr Verona, WI 53593",Verona,WI,True,Tuesday,08:00,17:00
open-hours,1h1_Q9wL5NzJkwdHRDPq9Q,"Capital City Transfer","204 Industrial Dr Verona, WI 53593",Verona,WI,True,Friday,08:00,17:00
open-hours,1h1_Q9wL5NzJkwdHRDPq9Q,"Capital City Transfer","204 Industrial Dr Verona, WI 53593",Verona,WI,True,Wednesday,08:00,17:00
open-hours,1h1_Q9wL5NzJkwdHRDPq9Q,"Capital City Transfer","204 Industrial Dr Verona, WI 53593",Verona,WI,True,Monday,08:00,17:00
open-hours,xD8Q42kqjsxiUcs_trdLgg,"Lombardi's Romagna Mia","3663 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Monday,11:00,23:00
open-hours,xD8Q42kqjsxiUcs_trdLgg,"Lombardi's Romagna Mia","3663 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Tuesday,11:00,23:00
open-hours,xD8Q42kqjsxiUcs_trdLgg,"Lombardi's Romagna Mia","3663 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Friday,11:00,23:00
open-hours,xD8Q42kqjsxiUcs_trdLgg,"Lombardi's Romagna Mia","3663 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Wednesday,11:00,23:00
open-hours,xD8Q42kqjsxiUcs_trdLgg,"Lombardi's Romagna Mia","3663 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Thursday,11:00,23:00
open-hours,xD8Q42kqjsxiUcs_trdLgg,"Lombardi's Romagna Mia","3663 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Sunday,11:00,23:00
open-hours,xD8Q42kqjsxiUcs_trdLgg,"Lombardi's Romagna Mia","3663 Las Vegas Blvd S The Strip Las Vegas, NV 89109",Las Vegas,NV,True,Saturday,11:00,23:00
open-hours,jMzuQy104M0KU6uhdffsaQ,"Streets of New York","1985 W Happy Valley Rd Ste A Phoenix, AZ 85085",Phoenix,AZ,True,Monday,10:30,21:00
open-hours,jMzuQy104M0KU6uhdffsaQ,"Streets of New York","1985 W Happy Valley Rd Ste A Phoenix, AZ 85085",Phoenix,AZ,True,Tuesday,10:30,21:00
open-hours,jMzuQy104M0KU6uhdffsaQ,"Streets of New York","1985 W Happy Valley Rd Ste A Phoenix, AZ 85085",Phoenix,AZ,True,Friday,10:30,22:00
open-hours,jMzuQy104M0KU6uhdffsaQ,"Streets of New York","1985 W Happy Valley Rd Ste A Phoenix, AZ 85085",Phoenix,AZ,True,Wednesday,10:30,21:30
open-hours,jMzuQy104M0KU6uhdffsaQ,"Streets of New York","1985 W Happy Valley Rd Ste A Phoenix, AZ 85085",Phoenix,AZ,True,Thursday,10:30,21:30
open-hours,jMzuQy104M0KU6uhdffsaQ,"Streets of New York","1985 W Happy Valley Rd Ste A Phoenix, AZ 85085",Phoenix,AZ,True,Sunday,11:30,21:00
open-hours,jMzuQy104M0KU6uhdffsaQ,"Streets of New York","1985 W Happy Valley Rd Ste A Phoenix, AZ 85085",Phoenix,AZ,True,Saturday,10:30,22:00
open-hours,MPslQ3IxFCvJ157BXuwXGA,"Cafe Bleu","62 West Port Grassmarket Edinburgh EH1 2LD",Edinburgh,EDH,True,Monday,09:00,22:30
open-hours,MPslQ3IxFCvJ157BXuwXGA,"Cafe Bleu","62 West Port Grassmarket Edinburgh EH1 2LD",Edinburgh,EDH,True,Tuesday,09:00,22:30
open-hours,MPslQ3IxFCvJ157BXuwXGA,"Cafe Bleu","62 West Port Grassmarket Edinburgh EH1 2LD",Edinburgh,EDH,True,Friday,09:00,22:30
open-hours,MPslQ3IxFCvJ157BXuwXGA,"Cafe Bleu","62 West Port Grassmarket Edinburgh EH1 2LD",Edinburgh,EDH,True,Wednesday,09:00,22:30
open-hours,MPslQ3IxFCvJ157BXuwXGA,"Cafe Bleu","62 West Port Grassmarket Edinburgh EH1 2LD",Edinburgh,EDH,True,Thursday,09:00,22:30
open-hours,MPslQ3IxFCvJ157BXuwXGA,"Cafe Bleu","62 West Port Grassmarket Edinburgh EH1 2LD",Edinburgh,EDH,True,Sunday,09:00,22:30
open-hours,MPslQ3IxFCvJ157BXuwXGA,"Cafe Bleu","62 West Port Grassmarket Edinburgh EH1 2LD",Edinburgh,EDH,True,Saturday,09:00,22:30
open-hours,m_rEr3Vg1-f9Dg-Nag4FWg,"El Pollo Supremo","221 W University Dr Tempe, AZ 85281",Tempe,AZ,True,Monday,11:00,21:00
open-hours,m_rEr3Vg1-f9Dg-Nag4FWg,"El Pollo Supremo","221 W University Dr Tempe, AZ 85281",Tempe,AZ,True,Tuesday,11:00,21:00
open-hours,m_rEr3Vg1-f9Dg-Nag4FWg,"El Pollo Supremo","221 W University Dr Tempe, AZ 85281",Tempe,AZ,True,Friday,11:00,21:00
open-hours,m_rEr3Vg1-f9Dg-Nag4FWg,"El Pollo Supremo","221 W University Dr Tempe, AZ 85281",Tempe,AZ,True,Wednesday,11:00,21:00
open-hours,m_rEr3Vg1-f9Dg-Nag4FWg,"El Pollo Supremo","221 W University Dr Tempe, AZ 85281",Tempe,AZ,True,Thursday,11:00,21:00
open-hours,m_rEr3Vg1-f9Dg-Nag4FWg,"El Pollo Supremo","221 W University Dr Tempe, AZ 85281",Tempe,AZ,True,Sunday,11:00,21:00
open-hours,m_rEr3Vg1-f9Dg-Nag4FWg,"El Pollo Supremo","221 W University Dr Tempe, AZ 85281",Tempe,AZ,True,Saturday,11:00,21:00
open-hours,c_5sioDSDof_hshp4_K1SA,"Toscana","6401 Morrison Blvd South Park Charlotte, NC 28211",Charlotte,NC,True,Monday,11:30,22:00
open-hours,c_5sioDSDof_hshp4_K1SA,"Toscana","6401 Morrison Blvd South Park Charlotte, NC 28211",Charlotte,NC,True,Tuesday,11:30,22:00
open-hours,c_5sioDSDof_hshp4_K1SA,"Toscana","6401 Morrison Blvd South Park Charlotte, NC 28211",Charlotte,NC,True,Friday,17:30,23:00
open-hours,c_5sioDSDof_hshp4_K1SA,"Toscana","6401 Morrison Blvd South Park Charlotte, NC 28211",Charlotte,NC,True,Wednesday,11:30,22:00
open-hours,c_5sioDSDof_hshp4_K1SA,"Toscana","6401 Morrison Blvd South Park Charlotte, NC 28211",Charlotte,NC,True,Thursday,11:30,22:00
open-hours,c_5sioDSDof_hshp4_K1SA,"Toscana","6401 Morrison Blvd South Park Charlotte, NC 28211",Charlotte,NC,True,Sunday,17:30,23:00
open-hours,c_5sioDSDof_hshp4_K1SA,"Toscana","6401 Morrison Blvd South Park Charlotte, NC 28211",Charlotte,NC,True,Saturday,17:30,23:00
open-hours,hf-9dAwfK0uBuScm3pjVOQ,"Craigmillar Castle","Craigmillar Castle Road Edinburgh EH16 4SY",Edinburgh,EDH,True,Monday,09:30,16:30
open-hours,hf-9dAwfK0uBuScm3pjVOQ,"Craigmillar Castle","Craigmillar Castle Road Edinburgh EH16 4SY",Edinburgh,EDH,True,Tuesday,09:30,16:30
open-hours,hf-9dAwfK0uBuScm3pjVOQ,"Craigmillar Castle","Craigmillar Castle Road Edinburgh EH16 4SY",Edinburgh,EDH,True,Friday,09:30,16:30
open-hours,hf-9dAwfK0uBuScm3pjVOQ,"Craigmillar Castle","Craigmillar Castle Road Edinburgh EH16 4SY",Edinburgh,EDH,True,Wednesday,09:30,16:30
open-hours,hf-9dAwfK0uBuScm3pjVOQ,"Craigmillar Castle","Craigmillar Castle Road Edinburgh EH16 4SY",Edinburgh,EDH,True,Thursday,09:30,16:30
open-hours,hf-9dAwfK0uBuScm3pjVOQ,"Craigmillar Castle","Craigmillar Castle Road Edinburgh EH16 4SY",Edinburgh,EDH,True,Sunday,09:30,16:30
open-hours,hf-9dAwfK0uBuScm3pjVOQ,"Craigmillar Castle","Craigmillar Castle Road Edinburgh EH16 4SY",Edinburgh,EDH,True,Saturday,09:30,16:30
open-hours,VQqf2v_3lN963D-OMF9Z8A,"Buggy Wash Car Wash","2080 E Warm Springs Rd Southeast Las Vegas, NV 89119",Las Vegas,NV,False,Monday,08:00,18:00
open-hours,VQqf2v_3lN963D-OMF9Z8A,"Buggy Wash Car Wash","2080 E Warm Springs Rd Southeast Las Vegas, NV 89119",Las Vegas,NV,False,Tuesday,08:00,18:00
open-hours,VQqf2v_3lN963D-OMF9Z8A,"Buggy Wash Car Wash","2080 E Warm Springs Rd Southeast Las Vegas, NV 89119",Las Vegas,NV,False,Friday,08:00,18:00
open-hours,VQqf2v_3lN963D-OMF9Z8A,"Buggy Wash Car Wash","2080 E Warm Springs Rd Southeast Las Vegas, NV 89119",Las Vegas,NV,False,Wednesday,08:00,18:00
open-hours,VQqf2v_3lN963D-OMF9Z8A,"Buggy Wash Car Wash","2080 E Warm Springs Rd Southeast Las Vegas, NV 89119",Las Vegas,NV,False,Thursday,08:00,18:00
open-hours,VQqf2v_3lN963D-OMF9Z8A,"Buggy Wash Car Wash","2080 E Warm Springs Rd Southeast Las Vegas, NV 89119",Las Vegas,NV,False,Sunday,08:00,18:00
open-hours,VQqf2v_3lN963D-OMF9Z8A,"Buggy Wash Car Wash","2080 E Warm Springs Rd Southeast Las Vegas, NV 89119",Las Vegas,NV,False,Saturday,08:00,18:00
open-hours,3uYvrLrxH1tzSzL2Y9W1OQ,"Ross Dress for Less","3159 S McClintock Dr Tempe, AZ 85282",Tempe,AZ,True,Monday,09:00,23:00
open-hours,3uYvrLrxH1tzSzL2Y9W1OQ,"Ross Dress for Less","3159 S McClintock Dr Tempe, AZ 85282",Tempe,AZ,True,Tuesday,09:00,23:00
open-hours,3uYvrLrxH1tzSzL2Y9W1OQ,"Ross Dress for Less","3159 S McClintock Dr Tempe, AZ 85282",Tempe,AZ,True,Friday,09:00,23:00
open-hours,3uYvrLrxH1tzSzL2Y9W1OQ,"Ross Dress for Less","3159 S McClintock Dr Tempe, AZ 85282",Tempe,AZ,True,Wednesday,09:00,23:00
open-hours,3uYvrLrxH1tzSzL2Y9W1OQ,"Ross Dress for Less","3159 S McClintock Dr Tempe, AZ 85282",Tempe,AZ,True,Thursday,09:00,23:00
open-hours,3uYvrLrxH1tzSzL2Y9W1OQ,"Ross Dress for Less","3159 S McClintock Dr Tempe, AZ 85282",Tempe,AZ,True,Sunday,09:00,23:00
open-hours,3uYvrLrxH1tzSzL2Y9W1OQ,"Ross Dress for Less","3159 S McClintock Dr Tempe, AZ 85282",Tempe,AZ,True,Saturday,09:00,23:00
open-hours,zYNetvz5YVfmgDcK2HlR_g,"Mercantile","828 N Central Ave Phoenix, AZ 85004",Phoenix,AZ,True,Tuesday,12:00,18:00
open-hours,zYNetvz5YVfmgDcK2HlR_g,"Mercantile","828 N Central Ave Phoenix, AZ 85004",Phoenix,AZ,True,Friday,12:00,18:00
open-hours,zYNetvz5YVfmgDcK2HlR_g,"Mercantile","828 N Central Ave Phoenix, AZ 85004",Phoenix,AZ,True,Wednesday,12:00,18:00
open-hours,zYNetvz5YVfmgDcK2HlR_g,"Mercantile","828 N Central Ave Phoenix, AZ 85004",Phoenix,AZ,True,Thursday,12:00,18:00
open-hours,zYNetvz5YVfmgDcK2HlR_g,"Mercantile","828 N Central Ave Phoenix, AZ 85004",Phoenix,AZ,True,Saturday,10:00,16:00
open-hours,OV00NowsyFbXMCGtzErRVA,"Griffin Brothers Tires Wheels & Auto Repair","5805 Highland Shoppes Dr Highland Creek Charlotte, NC 28269",Charlotte,NC,True,Monday,07:00,18:00
open-hours,OV00NowsyFbXMCGtzErRVA,"Griffin Brothers Tires Wheels & Auto Repair","5805 Highland Shoppes Dr Highland Creek Charlotte, NC 28269",Charlotte,NC,True,Tuesday,07:00,18:00
open-hours,OV00NowsyFbXMCGtzErRVA,"Griffin Brothers Tires Wheels & Auto Repair","5805 Highland Shoppes Dr Highland Creek Charlotte, NC 28269",Charlotte,NC,True,Friday,07:00,18:00
open-hours,OV00NowsyFbXMCGtzErRVA,"Griffin Brothers Tires Wheels & Auto Repair","5805 Highland Shoppes Dr Highland Creek Charlotte, NC 28269",Charlotte,NC,True,Wednesday,07:00,18:00
open-hours,OV00NowsyFbXMCGtzErRVA,"Griffin Brothers Tires Wheels & Auto Repair","5805 Highland Shoppes Dr Highland Creek Charlotte, NC 28269",Charlotte,NC,True,Thursday,07:00,18:00
open-hours,OV00NowsyFbXMCGtzErRVA,"Griffin Brothers Tires Wheels & Auto Repair","5805 Highland Shoppes Dr Highland Creek Charlotte, NC 28269",Charlotte,NC,True,Saturday,07:30,17:00
open-hours,90wO0kSfCg6fETC4EY3aIg,"Guitar Shop of Wisconsin","1804 Wright St Madison, WI 53704",Madison,WI,True,Monday,11:00,18:00
open-hours,90wO0kSfCg6fETC4EY3aIg,"Guitar Shop of Wisconsin","1804 Wright St Madison, WI 53704",Madison,WI,True,Tuesday,11:00,18:00
open-hours,90wO0kSfCg6fETC4EY3aIg,"Guitar Shop of Wisconsin","1804 Wright St Madison, WI 53704",Madison,WI,True,Friday,11:00,18:00
open-hours,90wO0kSfCg6fETC4EY3aIg,"Guitar Shop of Wisconsin","1804 Wright St Madison, WI 53704",Madison,WI,True,Wednesday,11:00,18:00
open-hours,90wO0kSfCg6fETC4EY3aIg,"Guitar Shop of Wisconsin","1804 Wright St Madison, WI 53704",Madison,WI,True,Thursday,11:00,18:00
open-hours,90wO0kSfCg6fETC4EY3aIg,"Guitar Shop of Wisconsin","1804 Wright St Madison, WI 53704",Madison,WI,True,Saturday,11:00,18:00
open-hours,6OFYUDvf2k4RXDfOomfi1A,"Souvia Tea","15414 N 7th St Ste 8 Phoenix, AZ 85022",Phoenix,AZ,True,Monday,09:00,18:00
open-hours,6OFYUDvf2k4RXDfOomfi1A,"Souvia Tea","15414 N 7th St Ste 8 Phoenix, AZ 85022",Phoenix,AZ,True,Tuesday,09:00,18:00
open-hours,6OFYUDvf2k4RXDfOomfi1A,"Souvia Tea","15414 N 7th St Ste 8 Phoenix, AZ 85022",Phoenix,AZ,True,Friday,09:00,18:00
open-hours,6OFYUDvf2k4RXDfOomfi1A,"Souvia Tea","15414 N 7th St Ste 8 Phoenix, AZ 85022",Phoenix,AZ,True,Wednesday,09:00,18:00
open-hours,6OFYUDvf2k4RXDfOomfi1A,"Souvia Tea","15414 N 7th St Ste 8 Phoenix, AZ 85022",Phoenix,AZ,True,Thursday,09:00,18:00
open-hours,6OFYUDvf2k4RXDfOomfi1A,"Souvia Tea","15414 N 7th St Ste 8 Phoenix, AZ 85022",Phoenix,AZ,True,Saturday,09:00,17:00
open-hours,Fu-go3CYzjHkKpWGSnXGYg,"Guru Nanak Gurdwara - Sikh Temple","4487 E Russell Rd Southeast Las Vegas, NV 89120",Las Vegas,NV,True,Monday,06:30,21:30
open-hours,Fu-go3CYzjHkKpWGSnXGYg,"Guru Nanak Gurdwara - Sikh Temple","4487 E Russell Rd Southeast Las Vegas, NV 89120",Las Vegas,NV,True,Tuesday,06:30,21:30
open-hours,Fu-go3CYzjHkKpWGSnXGYg,"Guru Nanak Gurdwara - Sikh Temple","4487 E Russell Rd Southeast Las Vegas, NV 89120",Las Vegas,NV,True,Friday,06:30,21:30
open-hours,Fu-go3CYzjHkKpWGSnXGYg,"Guru Nanak Gurdwara - Sikh Temple","4487 E Russell Rd Southeast Las Vegas, NV 89120",Las Vegas,NV,True,Wednesday,06:30,21:30
