record_type,user_id,name,vote_type,count
user-vote,I1QaUNNXHkVFq-HHfXKUBg,Clint,useful,12
user-vote,I1QaUNNXHkVFq-HHfXKUBg,Clint,cool,2
user-vote,vrQuHd5_8ZuGIerM2wT7jQ,Rod,funny,0
user-vote,vrQuHd5_8ZuGIerM2wT7jQ,Rod,useful,0
user-vote,vrQuHd5_8ZuGIerM2wT7jQ,Rod,cool,0
user-vote,NDbQCqn2msH_iYVsuX3xSQ,Matt,funny,17
user-vote,NDbQCqn2msH_iYVsuX3xSQ,Matt,useful,43
user-vote,NDbQCqn2msH_iYVsuX3xSQ,Matt,cool,14
user-vote,CTGrJVT_hpRU8DdqTy95vQ,Deanna,funny,1
user-vote,CTGrJVT_hpRU8DdqTy95vQ,Deanna,useful,10
user-vote,CTGrJVT_hpRU8DdqTy95vQ,Deanna,cool,2
user-vote,WbBE41ruVyeEbF223ie7jA,Allen,funny,0
user-vote,WbBE41ruVyeEbF223ie7jA,Allen,useful,1
user-vote,WbBE41ruVyeEbF223ie7jA,Allen,cool,0
user-vote,cVWVHaEfQbdTJj3jMh1qGw,Tiffany,funny,0
user-vote,cVWVHaEfQbdTJj3jMh1qGw,Tiffany,useful,6
user-vote,cVWVHaEfQbdTJj3jMh1qGw,Tiffany,cool,0
user-vote,azRv7m39uhEUnPorFLRCPw,Joe,funny,0
user-vote,azRv7m39uhEUnPorFLRCPw,Joe,useful,21
user-vote,azRv7m39uhEUnPorFLRCPw,Joe,cool,1
user-vote,OEFrUtMTiEoEWwnW8FbYSg,Nadja,funny,8
user-vote,OEFrUtMTiEoEWwnW8FbYSg,Nadja,useful,21
user-vote,OEFrUtMTiEoEWwnW8FbYSg,Nadja,cool,6
user-vote,NFnrkXQVe5oXrMKUcbwqyg,Carolyn,funny,0
user-vote,NFnrkXQVe5oXrMKUcbwqyg,Carolyn,useful,1
user-vote,NFnrkXQVe5oXrMKUcbwqyg,Carolyn,cool,0
user-vote,D80XHcDrTUbK_8_5KVHXQQ,E.,funny,3
user-vote,D80XHcDrTUbK_8_5KVHXQQ,E.,useful,13
user-vote,D80XHcDrTUbK_8_5KVHXQQ,E.,cool,4
user-vote,Nn-wPU2aZRVggoecOBWPkQ,John,funny,2
user-vote,Nn-wPU2aZRVggoecOBWPkQ,John,useful,12
user-vote,Nn-wPU2aZRVggoecOBWPkQ,John,cool,2
user-vote,1XcaW7HGjw-39SPcFtU1lw,Charlie,funny,14
user-vote,1XcaW7HGjw-39SPcFtU1lw,Charlie,useful,29
user-vote,1XcaW7HGjw-39SPcFtU1lw,Charlie,cool,5
user-vote,lJ6dbI75rWx55WmfX6Ga-Q,Shirley Wing,funny,37
user-vote,lJ6dbI75rWx55WmfX6Ga-Q,Shirley Wing,useful,92
user-vote,lJ6dbI75rWx55WmfX6Ga-Q,Shirley Wing,cool,36
user-vote,8VoPGe3tectxg7rnrn8Jgg,Heath,funny,11
user-vote,8VoPGe3tectxg7rnrn8Jgg,Heath,useful,34
user-vote,8VoPGe3tectxg7rnrn8Jgg,Heath,cool,7
user-vote,BDfCWJzigwQpTd9KXYmJiA,Joseph,funny,2
user-vote,BDfCWJzigwQpTd9KXYmJiA,Joseph,useful,17
user-vote,BDfCWJzigwQpTd9KXYmJiA,Joseph,cool,5
user-vote,d3JITCf_3F7OULeE8WBcVA,Jay,funny,7
user-vote,d3JITCf_3F7OULeE8WBcVA,Jay,useful,26
user-vote,d3JITCf_3F7OULeE8WBcVA,Jay,cool,8
user-vote,sEsLReZFDnNX9RHbq8wPhA,Russ,funny,1
user-vote,sEsLReZFDnNX9RHbq8wPhA,Russ,useful,1
user-vote,sEsLReZFDnNX9RHbq8wPhA,Russ,cool,1
user-vote,tXu5MZpaXiGZAFxoBI6OZw,Tammy,funny,7
user-vote,tXu5MZpaXiGZAFxoBI6OZw,Tammy,useful,37
user-vote,tXu5MZpaXiGZAFxoBI6OZw,Tammy,cool,3
user-vote,-Bbs0C1lzVvW6-5OYp_yUw,Ernest,funny,1
user-vote,-Bbs0C1lzVvW6-5OYp_yUw,Ernest,useful,1
user-vote,-Bbs0C1lzVvW6-5OYp_yUw,Ernest,cool,1
user-vote,y98Z2SNBbsXHV9ygkCFU_g,Venu,funny,4903
user-vote,y98Z2SNBbsXHV9ygkCFU_g,Venu,useful,8025
user-vote,y98Z2SNBbsXHV9ygkCFU_g,Venu,cool,6744
user-vote,5vIHz4c9tkVYBbvMUXw9dA,Bill,funny,2
user-vote,5vIHz4c9tkVYBbvMUXw9dA,Bill,useful,9
user-vote,5vIHz4c9tkVYBbvMUXw9dA,Bill,cool,3
user-vote,o3WyuMxjg_gfvVvJKnlGfQ,Samantha,funny,13
user-vote,o3WyuMxjg_gfvVvJKnlGfQ,Samantha,useful,71
user-vote,o3WyuMxjg_gfvVvJKnlGfQ,Samantha,cool,18
user-vote,7wNo8jcw0qBGJyyMKHQI5g,Nicolas,funny,0
user-vote,7wNo8jcw0qBGJyyMKHQI5g,Nicolas,useful,1
user-vote,7wNo8jcw0qBGJyyMKHQI5g,Nicolas,cool,0
user-vote,thyNh3rms4A_osf-hrEEOw,Dustin,funny,0
user-vote,thyNh3rms4A_osf-hrEEOw,Dustin,useful,2
user-vote,thyNh3rms4A_osf-hrEEOw,Dustin,cool,0
user-vote,om-dTsKZRdWXTdDfOcAxCw,Denise,funny,153
user-vote,om-dTsKZRdWXTdDfOcAxCw,Denise,useful,262
user-vote,om-dTsKZRdWXTdDfOcAxCw,Denise,cool,150
user-vote,HzeEGUyYTyvUNjU26RXu7A,Eric,funny,2
user-vote,HzeEGUyYTyvUNjU26RXu7A,Eric,useful,8
user-vote,HzeEGUyYTyvUNjU26RXu7A,Eric,cool,3
user-vote,N0AQo747_Y8zCwT_afiGcw,Alex,funny,7
user-vote,N0AQo747_Y8zCwT_afiGcw,Alex,useful,20
user-vote,N0AQo747_Y8zCwT_afiGcw,Alex,cool,7
user-vote,Z_NrqLLinum7Fd5TaR0YRQ,Morgan,funny,1
user-vote,Z_NrqLLinum7Fd5TaR0YRQ,Morgan,useful,7
user-vote,Z_NrqLLinum7Fd5TaR0YRQ,Morgan,cool,0
user-vote,daTZ2vSjCbIqF9ZpM2XgCg,Josh,funny,0
user-vote,daTZ2vSjCbIqF9ZpM2XgCg,Josh,useful,1
user-vote,daTZ2vSjCbIqF9ZpM2XgCg,Josh,cool,0
user-vote,-jVOR6LC7igsF0tPJWCDHA,Janelle,funny,4
user-vote,-jVOR6LC7igsF0tPJWCDHA,Janelle,useful,71
user-vote,-jVOR6LC7igsF0tPJWCDHA,Janelle,cool,14
user-vote,I0tLg8FRtR0Nr6JCNadSwg,Jennifer,funny,0
user-vote,I0tLg8FRtR0Nr6JCNadSwg,Jennifer,useful,3
user-vote,I0tLg8FRtR0Nr6JCNadSwg,Jennifer,cool,3
user-vote,BygGaoZF6rV9LkgD0_1i7w,Karla,funny,3
user-vote,BygGaoZF6rV9LkgD0_1i7w,Karla,useful,6
user-vote,BygGaoZF6rV9LkgD0_1i7w,Karla,cool,3
user-vote,mUcjxIHDK-8ohF0_c0OpJg,Kelly,funny,0
user-vote,mUcjxIHDK-8ohF0_c0OpJg,Kelly,useful,0
user-vote,mUcjxIHDK-8ohF0_c0OpJg,Kelly,cool,0
user-vote,qEIw303b27nX5pl4mWILdg,Deeno,funny,4
user-vote,qEIw303b27nX5pl4mWILdg,Deeno,useful,28
user-vote,qEIw303b27nX5pl4mWILdg,Deeno,cool,6
user-vote,vmlPINS328cncRvHCCDdeA,Carlos,funny,36
user-vote,vmlPINS328cncRvHCCDdeA,Carlos,useful,37
user-vote,vmlPINS328cncRvHCCDdeA,Carlos,cool,19
user-vote,ZYmVAedH13TvZifDMNeWGg,Mandi,funny,0
user-vote,ZYmVAedH13TvZifDMNeWGg,Mandi,useful,15
user-vote,ZYmVAedH13TvZifDMNeWGg,Mandi,cool,14
user-vote,nHsj0cHOiroAsmDfF50BtA,Eric,funny,276
user-vote,nHsj0cHOiroAsmDfF50BtA,Eric,useful,1003
user-vote,nHsj0cHOiroAsmDfF50BtA,Eric,cool,330
user-vote,72zOzK4OZOz9ILyzPD0bvw,Michael,funny,0
user-vote,72zOzK4OZOz9ILyzPD0bvw,Michael,useful,0
user-vote,72zOzK4OZOz9ILyzPD0bvw,Michael,cool,0
user-vote,hhKes7onP20JUw17hP_7Zw,Juan,funny,0
user-vote,hhKes7onP20JUw17hP_7Zw,Juan,useful,0
user-vote,hhKes7onP20JUw17hP_7Zw,Juan,cool,0
user-vote,C3RQYuIXVkqbKgmQrbuJxg,Wendy,funny,0
user-vote,C3RQYuIXVkqbKgmQrbuJxg,Wendy,useful,0
user-vote,C3RQYuIXVkqbKgmQrbuJxg,Wendy,cool,0
user-vote,DQ3F1Kgo0Vrjnd74G8k1Rw,Jennifer,funny,51
user-vote,DQ3F1Kgo0Vrjnd74G8k1Rw,Jennifer,useful,141
user-vote,DQ3F1Kgo0Vrjnd74G8k1Rw,Jennifer,cool,69
user-vote,Gyj4JrP6uOMLjYjuOqfXYA,Eric,funny,3
user-vote,Gyj4JrP6uOMLjYjuOqfXYA,Eric,useful,30
user-vote,Gyj4JrP6uOMLjYjuOqfXYA,Eric,cool,12
user-vote,zL4xU724u8VX2W05qy54jA,omid,funny,48
user-vote,zL4xU724u8VX2W05qy54jA,omid,useful,96
user-vote,zL4xU724u8VX2W05qy54jA,omid,cool,52
user-vote,bpbqUucC8GlgmiOV-HfwDw,Sara,funny,77
user-vote,bpbqUucC8GlgmiOV-HfwDw,Sara,useful,229
user-vote,bpbqUucC8GlgmiOV-HfwDw,Sara,cool,80
user-vote,glFHqkcnAuJ6MZonz4jNHg,RENESSA,funny,1
user-vote,glFHqkcnAuJ6MZonz4jNHg,RENESSA,useful,2
user-vote,glFHqkcnAuJ6MZonz4jNHg,RENESSA,cool,2
user-vote,e4Hl1IdJW73x79UYvjsEfQ,Ryan,funny,12
user-vote,e4Hl1IdJW73x79UYvjsEfQ,Ryan,useful,33
user-vote,e4Hl1IdJW73x79UYvjsEfQ,Ryan,cool,14
user-vote,-Gdo0eyWOW_Hr9NdryaNkw,Caryn,funny,0
user-vote,-Gdo0eyWOW_Hr9NdryaNkw,Caryn,useful,14
user-vote,-Gdo0eyWOW_Hr9NdryaNkw,Caryn,cool,3
user-vote,mIw8lDVeGwNv8Q02Xnz_bg,Mic,funny,1
user-vote,mIw8lDVeGwNv8Q02Xnz_bg,Mic,useful,0
user-vote,mIw8lDVeGwNv8Q02Xnz_bg,Mic,cool,0
user-vote,x6m4bSy7_763BH560ftYuQ,Clarissa,funny,48
user-vote,x6m4bSy7_763BH560ftYuQ,Clarissa,useful,214
user-vote,x6m4bSy7_763BH560ftYuQ,Clarissa,cool,57
user-vote,nHrgXUAVb6gis-wITPq6iQ,Elizabeth,funny,1
user-vote,nHrgXUAVb6gis-wITPq6iQ,Elizabeth,useful,1
user-vote,nHrgXUAVb6gis-wITPq6iQ,Elizabeth,cool,2
user-vote,moOdl85BmgOlFBHx8HDjKQ,Arnie Lewis,funny,24
user-vote,moOdl85BmgOlFBHx8HDjKQ,Arnie Lewis,useful,127
user-vote,moOdl85BmgOlFBHx8HDjKQ,Arnie Lewis,cool,25
user-vote,B9fSZ9m1_MeV2_LDA9t2Rw,Lisa Jo,funny,0
user-vote,B9fSZ9m1_MeV2_LDA9t2Rw,Lisa Jo,useful,0
user-vote,B9fSZ9m1_MeV2_LDA9t2Rw,Lisa Jo,cool,0
user-vote,7qkRYzcsF_RjwqD2AXGsQw,Jean,funny,2
user-vote,7qkRYzcsF_RjwqD2AXGsQw,Jean,useful,11
user-vote,7qkRYzcsF_RjwqD2AXGsQw,Jean,cool,2
user-vote,nGOh3QqKtjBI5m_6HSIZdA,Kelly,funny,206
user-vote,nGOh3QqKtjBI5m_6HSIZdA,Kelly,useful,468
user-vote,nGOh3QqKtjBI5m_6HSIZdA,Kelly,cool,315
user-vote,ZrFb6gWpQiNxtal4af9ZKw,Mary,funny,0
user-vote,ZrFb6gWpQiNxtal4af9ZKw,Mary,useful,2
user-vote,ZrFb6gWpQiNxtal4af9ZKw,Mary,cool,0
user-vote,seYFf9RmWBtVGUIIxMpNCw,Jessica,funny,6
user-vote,seYFf9RmWBtVGUIIxMpNCw,Jessica,useful,7
user-vote,seYFf9RmWBtVGUIIxMpNCw,Jessica,cool,6
user-vote,ZdpN7324FS7094gCDdavJg,Philip,funny,67
user-vote,ZdpN7324FS7094gCDdavJg,Philip,useful,274
user-vote,ZdpN7324FS7094gCDdavJg,Philip,cool,109
user-vote,vN5YtXIIOX_mp1HHcDFfEg,Tasha,funny,112
user-vote,vN5YtXIIOX_mp1HHcDFfEg,Tasha,useful,150
user-vote,vN5YtXIIOX_mp1HHcDFfEg,Tasha,cool,60
user-vote,7G4qMVl9Z7u19tNuCRDJUg,Janita,funny,0
user-vote,7G4qMVl9Z7u19tNuCRDJUg,Janita,useful,1
user-vote,7G4qMVl9Z7u19tNuCRDJUg,Janita,cool,1
user-vote,TexXNAjwqMX-4if16-ck7A,Sean,funny,9
user-vote,TexXNAjwqMX-4if16-ck7A,Sean,useful,15
user-vote,TexXNAjwqMX-4if16-ck7A,Sean,cool,4
user-vote,a9wuCBwLEIra2OiFTv9dfA,Jessica,funny,131
user-vote,a9wuCBwLEIra2OiFTv9dfA,Jessica,useful,226
user-vote,a9wuCBwLEIra2OiFTv9dfA,Jessica,cool,125
user-vote,kW6mtOfxFCYaR8lmnvQiQw,Justin,funny,139
user-vote,kW6mtOfxFCYaR8lmnvQiQw,Justin,useful,299
user-vote,kW6mtOfxFCYaR8lmnvQiQw,Justin,cool,145
user-vote,OTe937rdsyQ1AYInRdoZMQ,Marco,funny,1
user-vote,OTe937rdsyQ1AYInRdoZMQ,Marco,useful,25
user-vote,OTe937rdsyQ1AYInRdoZMQ,Marco,cool,7
user-vote,S6ZEX7bNc99VhjvNOaZX1g,Alen,funny,15
user-vote,S6ZEX7bNc99VhjvNOaZX1g,Alen,useful,10
user-vote,S6ZEX7bNc99VhjvNOaZX1g,Alen,cool,2
user-vote,G310ZbBdr2fi6h68l2ciSw,David,funny,1
user-vote,G310ZbBdr2fi6h68l2ciSw,David,useful,4
user-vote,G310ZbBdr2fi6h68l2ciSw,David,cool,2
user-vote,vbYy9EUeD36mFwsn3T2dnA,Elis,funny,5
user-vote,vbYy9EUeD36mFwsn3T2dnA,Elis,useful,4
user-vote,vbYy9EUeD36mFwsn3T2dnA,Elis,cool,1
user-vote,fsTI9_HLah9VnoYF8axWfA,Jack,funny,1
user-vote,fsTI9_HLah9VnoYF8axWfA,Jack,useful,5
user-vote,fsTI9_HLah9VnoYF8axWfA,Jack,cool,1
user-vote,tJfFqEZA56DlZ4LgBWCB3Q,Britt,funny,52
user-vote,tJfFqEZA56DlZ4LgBWCB3Q,Britt,useful,151
user-vote,tJfFqEZA56DlZ4LgBWCB3Q,Britt,cool,91
user-vote,c6kewCQwvK1drooJJziYRQ,John,funny,0
user-vote,c6kewCQwvK1drooJJziYRQ,John,useful,2
user-vote,c6kewCQwvK1drooJJziYRQ,John,cool,0
user-vote,OrtDTPj1J2injmWcHyTyWw,Norb,funny,1
user-vote,OrtDTPj1J2injmWcHyTyWw,Norb,useful,15
user-vote,OrtDTPj1J2injmWcHyTyWw,Norb,cool,2
user-vote,4Mde1ai2mTS80nw9FHwcbQ,Steve,funny,1
user-vote,4Mde1ai2mTS80nw9FHwcbQ,Steve,useful,6
user-vote,4Mde1ai2mTS80nw9FHwcbQ,Steve,cool,1
user-vote,Y7HSbGfdo5Gjup57C1lpQA,Graham,funny,2
user-vote,Y7HSbGfdo5Gjup57C1lpQA,Graham,useful,15
user-vote,Y7HSbGfdo5Gjup57C1lpQA,Graham,cool,2
user-vote,H2bsTCUdoUvGsCTEjXlK4Q,Aaron,funny,26
user-vote,H2bsTCUdoUvGsCTEjXlK4Q,Aaron,useful,65
user-vote,H2bsTCUdoUvGsCTEjXlK4Q,Aaron,cool,38
user-vote,wUwf3vguzjqh6KRnQOfz1g,Charlie,funny,2
user-vote,wUwf3vguzjqh6KRnQOfz1g,Charlie,useful,8
user-vote,wUwf3vguzjqh6KRnQOfz1g,Charlie,cool,3
user-vote,zn6ec0YhMH_bIX5fAf1GhA,Elsa,funny,0
user-vote,zn6ec0YhMH_bIX5fAf1GhA,Elsa,useful,1
user-vote,zn6ec0YhMH_bIX5fAf1GhA,Elsa,cool,0
user-vote,kgqBrFx00zuHGMQzAABakQ,Travis,funny,161
user-vote,kgqBrFx00zuHGMQzAABakQ,Travis,useful,264
user-vote,kgqBrFx00zuHGMQzAABakQ,Travis,cool,146
user-vote,wdByEB9mGvH1WLjYeMb4xw,MONTE,funny,19
user-vote,wdByEB9mGvH1WLjYeMb4xw,MONTE,useful,33
user-vote,wdByEB9mGvH1WLjYeMb4xw,MONTE,cool,19
user-vote,9ARByf89LIhtaUUf6VyxNA,Stacy,funny,0
user-vote,9ARByf89LIhtaUUf6VyxNA,Stacy,useful,0
user-vote,9ARByf89LIhtaUUf6VyxNA,Stacy,cool,0
user-vote,45BFlRFBH2QagpzKvTyOog,Z,funny,8
user-vote,45BFlRFBH2QagpzKvTyOog,Z,useful,43
user-vote,45BFlRFBH2QagpzKvTyOog,Z,cool,8
user-vote,zaFA61Mf-k4Mbh5CKdwthA,Terry,funny,214
user-vote,zaFA61Mf-k4Mbh5CKdwthA,Terry,useful,280
user-vote,zaFA61Mf-k4Mbh5CKdwthA,Terry,cool,99
user-vote,eL2DHoD3WbwZLgXn76aLpA,Robert,funny,1
user-vote,eL2DHoD3WbwZLgXn76aLpA,Robert,useful,3
user-vote,eL2DHoD3WbwZLgXn76aLpA,Robert,cool,0
user-vote,eB962KijbdKosqgtTe5ing,April,funny,0
user-vote,eB962KijbdKosqgtTe5ing,April,useful,1
user-vote,eB962KijbdKosqgtTe5ing,April,cool,1
user-vote,yGH61pUDd10s8MrB0BH1Xw,Samedog,funny,11
user-vote,yGH61pUDd10s8MrB0BH1Xw,Samedog,useful,77
user-vote,yGH61pUDd10s8MrB0BH1Xw,Samedog,cool,16
user-vote,cT9QuH0Ondd9OqMLdtuC7g,Blaise,funny,1
user-vote,cT9QuH0Ondd9OqMLdtuC7g,Blaise,useful,2
user-vote,cT9QuH0Ondd9OqMLdtuC7g,Blaise,cool,0
user-vote,xA_26TrYOdEH9Nczd8_JcQ,Nan,funny,1
user-vote,xA_26TrYOdEH9Nczd8_JcQ,Nan,useful,3
user-vote,xA_26TrYOdEH9Nczd8_JcQ,Nan,cool,1
user-vote,GVc1XylsqnVLwD15D-q-Jg,Zachary,funny,0
user-vote,GVc1XylsqnVLwD15D-q-Jg,Zachary,useful,0
user-vote,GVc1XylsqnVLwD15D-q-Jg,Zachary,cool,0
user-vote,TGdn72oO5FpOhtFvb2fuDQ,Soo,funny,6
user-vote,TGdn72oO5FpOhtFvb2fuDQ,Soo,useful,27
user-vote,TGdn72oO5FpOhtFvb2fuDQ,Soo,cool,13
user-vote,QYeEaHAxbqVodr3nOvXmdQ,Brian,funny,0
user-vote,QYeEaHAxbqVodr3nOvXmdQ,Brian,useful,2
user-vote,QYeEaHAxbqVodr3nOvXmdQ,Brian,cool,0
user-vote,NiZY9wgd1yJITqaUIw7hxw,Cop,funny,0
user-vote,NiZY9wgd1yJITqaUIw7hxw,Cop,useful,0
user-vote,NiZY9wgd1yJITqaUIw7hxw,Cop,cool,0
user-vote,mei57xNtS_VKf38lZHNiQQ,Maria,funny,17
user-vote,mei57xNtS_VKf38lZHNiQQ,Maria,useful,49
user-vote,mei57xNtS_VKf38lZHNiQQ,Maria,cool,9
user-vote,pIxMQhBFtd8tmvqW6pNyEQ,Luke,funny,25
user-vote,pIxMQhBFtd8tmvqW6pNyEQ,Luke,useful,33
user-vote,pIxMQhBFtd8tmvqW6pNyEQ,Luke,cool,9
user-vote,Ee7OTC3ora9tBYN8ap8pOw,Bella,funny,4
user-vote,Ee7OTC3ora9tBYN8ap8pOw,Bella,useful,6
user-vote,Ee7OTC3ora9tBYN8ap8pOw,Bella,cool,0
user-vote,4-tUVVjMvnInGcS7auGScw,Johnny,funny,0
user-vote,4-tUVVjMvnInGcS7auGScw,Johnny,useful,0
user-vote,4-tUVVjMvnInGcS7auGScw,Johnny,cool,1
user-vote,Ib0tOiO5dbvXW6l_GGQW1Q,Amanda,funny,22
user-vote,Ib0tOiO5dbvXW6l_GGQW1Q,Amanda,useful,73
user-vote,Ib0tOiO5dbvXW6l_GGQW1Q,Amanda,cool,46
user-vote,XMA6YC-iGOygPUqN6t4VNw,Resist,funny,0
user-vote,XMA6YC-iGOygPUqN6t4VNw,Resist,useful,2
user-vote,XMA6YC-iGOygPUqN6t4VNw,Resist,cool,0
user-vote,u8Nb6ggdUFleRZjuRJRO3A,Kevin,funny,27
user-vote,u8Nb6ggdUFleRZjuRJRO3A,Kevin,useful,93
user-vote,u8Nb6ggdUFleRZjuRJRO3A,Kevin,cool,38
user-vote,fxdrmpawC6NaGdo1jewkUA,Jill,funny,4
user-vote,fxdrmpawC6NaGdo1jewkUA,Jill,useful,6
user-vote,fxdrmpawC6NaGdo1jewkUA,Jill,cool,2
user-vote,RwptrY5zOuRgnOW3jNOPmA,Kealy,funny,0
user-vote,RwptrY5zOuRgnOW3jNOPmA,Kealy,useful,4
user-vote,RwptrY5zOuRgnOW3jNOPmA,Kealy,cool,2
user-vote,402nJq9u82Lb8ZUHiIHqnQ,Amber,funny,1
user-vote,402nJq9u82Lb8ZUHiIHqnQ,Amber,useful,10
user-vote,402nJq9u82Lb8ZUHiIHqnQ,Amber,cool,9
user-vote,mpuZuXkjzdaomlFp2Zzd4Q,Christopher,funny,15
user-vote,mpuZuXkjzdaomlFp2Zzd4Q,Christopher,useful,24
user-vote,mpuZuXkjzdaomlFp2Zzd4Q,Christopher,cool,11
user-vote,qhSSPWjBsUD9iK56TmgR1Q,Bill,funny,2
user-vote,qhSSPWjBsUD9iK56TmgR1Q,Bill,useful,8
user-vote,qhSSPWjBsUD9iK56TmgR1Q,Bill,cool,5
user-vote,ZhghNg0c_U7oL9nZpO_ctg,Jamie,funny,1
user-vote,ZhghNg0c_U7oL9nZpO_ctg,Jamie,useful,0
user-vote,ZhghNg0c_U7oL9nZpO_ctg,Jamie,cool,0
user-vote,qRPO6GmQ5hDQXE2rlKD5yg,tofulicious,funny,10
user-vote,qRPO6GmQ5hDQXE2rlKD5yg,tofulicious,useful,41
user-vote,qRPO6GmQ5hDQXE2rlKD5yg,tofulicious,cool,15
user-vote,ErNFVCQp1rM1ji-GpDNKlQ,David,funny,3
user-vote,ErNFVCQp1rM1ji-GpDNKlQ,David,useful,6
user-vote,ErNFVCQp1rM1ji-GpDNKlQ,David,cool,2
user-vote,_gC-AbC1GdFvBBmvDVk5pg,Nancy,funny,0
user-vote,_gC-AbC1GdFvBBmvDVk5pg,Nancy,useful,0
user-vote,_gC-AbC1GdFvBBmvDVk5pg,Nancy,cool,0
user-vote,IjoNxhDVG3B963FFAjgwQg,Larry,funny,20
user-vote,IjoNxhDVG3B963FFAjgwQg,Larry,useful,40
user-vote,IjoNxhDVG3B963FFAjgwQg,Larry,cool,16
user-vote,Ssm9uQGrIjuQLLBmwo2sAw,Lorri,funny,0
user-vote,Ssm9uQGrIjuQLLBmwo2sAw,Lorri,useful,0
user-vote,Ssm9uQGrIjuQLLBmwo2sAw,Lorri,cool,0
user-vote,7Whghy3zbzkN3-pEdhTCAw,Dan,funny,2
user-vote,7Whghy3zbzkN3-pEdhTCAw,Dan,useful,0
user-vote,7Whghy3zbzkN3-pEdhTCAw,Dan,cool,0
user-vote,yu5skC8lZzntFjfMJ8NGbQ,Roy,funny,0
user-vote,yu5skC8lZzntFjfMJ8NGbQ,Roy,useful,0
user-vote,yu5skC8lZzntFjfMJ8NGbQ,Roy,cool,0
user-vote,Rcp3-5hp4oWDlosAZNeuhQ,Jy,funny,9
user-vote,Rcp3-5hp4oWDlosAZNeuhQ,Jy,useful,52
user-vote,Rcp3-5hp4oWDlosAZNeuhQ,Jy,cool,10
user-vote,2IafeJ1ySeg5-lRKOpl4SA,Nick,funny,1
user-vote,2IafeJ1ySeg5-lRKOpl4SA,Nick,useful,3
user-vote,2IafeJ1ySeg5-lRKOpl4SA,Nick,cool,1
user-vote,-EQLnldd84cQOPZnfZcjEQ,Kate,funny,0
user-vote,-EQLnldd84cQOPZnfZcjEQ,Kate,useful,0
user-vote,-EQLnldd84cQOPZnfZcjEQ,Kate,cool,0
user-vote,2-zVbY-ah2s5qTSuWY0U4w,Phoebe,funny,0
user-vote,2-zVbY-ah2s5qTSuWY0U4w,Phoebe,useful,0
user-vote,2-zVbY-ah2s5qTSuWY0U4w,Phoebe,cool,0
user-vote,t5zwLDUbta3TeU03uwQXug,Erik,funny,0
user-vote,t5zwLDUbta3TeU03uwQXug,Erik,useful,1
user-vote,t5zwLDUbta3TeU03uwQXug,Erik,cool,0
user-vote,I77dzElu9PgQzvqbHH3OvA,Stuart,funny,42
user-vote,I77dzElu9PgQzvqbHH3OvA,Stuart,useful,131
user-vote,I77dzElu9PgQzvqbHH3OvA,Stuart,cool,97
user-vote,s6lfOrpdTeBLETVpKkPYjQ,Kelly,funny,1
user-vote,s6lfOrpdTeBLETVpKkPYjQ,Kelly,useful,5
user-vote,s6lfOrpdTeBLETVpKkPYjQ,Kelly,cool,1
user-vote,DsyZHVwKYsBBihDNGvO1lw,tom,funny,0
user-vote,DsyZHVwKYsBBihDNGvO1lw,tom,useful,0
user-vote,DsyZHVwKYsBBihDNGvO1lw,tom,cool,1
user-vote,9usqZBra1B-NsZG8HZCJmA,HN,funny,5
user-vote,9usqZBra1B-NsZG8HZCJmA,HN,useful,13
user-vote,9usqZBra1B-NsZG8HZCJmA,HN,cool,5
user-vote,63vtgeWzXBcZGFT5esBubA,Chris,funny,0
user-vote,63vtgeWzXBcZGFT5esBubA,Chris,useful,1
user-vote,63vtgeWzXBcZGFT5esBubA,Chris,cool,0
user-vote,rBMpGqd47JGHHyIHXeTpQQ,Robb,funny,2
user-vote,rBMpGqd47JGHHyIHXeTpQQ,Robb,useful,10
user-vote,rBMpGqd47JGHHyIHXeTpQQ,Robb,cool,2
user-vote,cXViOazEXKG4qWpfL2JvhQ,Lane,funny,1
user-vote,cXViOazEXKG4qWpfL2JvhQ,Lane,useful,19
user-vote,cXViOazEXKG4qWpfL2JvhQ,Lane,cool,3
user-vote,2wKfnDv-25QQsV3qR6lcMg,Alma Rosa,funny,0
user-vote,2wKfnDv-25QQsV3qR6lcMg,Alma Rosa,useful,2
user-vote,2wKfnDv-25QQsV3qR6lcMg,Alma Rosa,cool,0
user-vote,acklYtskYJTLsmuK5aoeUw,Lori,funny,28
user-vote,acklYtskYJTLsmuK5aoeUw,Lori,useful,97
user-vote,acklYtskYJTLsmuK5aoeUw,Lori,cool,28
user-vote,hDkGB5HVhkA1dSYjXI79XA,Tiffany,funny,0
user-vote,hDkGB5HVhkA1dSYjXI79XA,Tiffany,useful,0
user-vote,hDkGB5HVhkA1dSYjXI79XA,Tiffany,cool,0
user-vote,I-CJuKpP5EzkWoBaAG7t6A,Brad,funny,11
user-vote,I-CJuKpP5EzkWoBaAG7t6A,Brad,useful,36
user-vote,I-CJuKpP5EzkWoBaAG7t6A,Brad,cool,2
user-vote,0M2tZm6AakfJ1NsYlsP6FA,S,funny,8
user-vote,0M2tZm6AakfJ1NsYlsP6FA,S,useful,63
user-vote,0M2tZm6AakfJ1NsYlsP6FA,S,cool,25
user-vote,mPzENLQQ3y5dgODMnEMxMg,Jason,funny,0
user-vote,mPzENLQQ3y5dgODMnEMxMg,Jason,useful,1
user-vote,mPzENLQQ3y5dgODMnEMxMg,Jason,cool,0
